@relation allSongsAllFieldsRankClassWithDatePOS

@attribute IS_EXPLICIT {TRUE, FALSE}
@attribute WEEK date "yyyy-MM-dd"
@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute VERBS_FRQ real
@attribute CONJUNCTIONS_FRQ real
@attribute ADJECTIVES_FRQ real
@attribute PRONOUNS_FRQ real
@attribute NUMBERS_FRQ real
@attribute NOUNS_FRQ real
@attribute TOS_FRQ real
@attribute PREPOSITIONS_FRQ real
@attribute ADVERBS_FRQ real
@attribute INTERJECTIONS_FRQ real
@attribute OTHERS_FRQ real
@attribute FOREIGNS_FRQ real
@attribute INTERROGATIVES_FRQ real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
FALSE,"1991-10-19",336,118,10,3,22.321428 real, 5.357143 real, 4.464286 real, 19.345238 real, 0.0 real, 12.797619 real, 3.5714285 real, 8.333333 real, 7.4404764 real, 0.5952381 real, 13.095238 real, 0.0 real, 2.6785715 real, 21-30
TRUE,"2006-11-18",388,142,10,3,17.268042 real, 2.0618556 real, 0.5154639 real, 16.752577 real, 0.77319586 real, 39.17526 real, 0.25773194 real, 12.628866 real, 7.474227 real, 0.0 real, 1.8041238 real, 0.0 real, 1.2886598 real, 11-20
TRUE,"2003-12-20",539,124,10,3,24.860853 real, 1.8552876 real, 1.48423 real, 16.883118 real, 1.48423 real, 13.729128 real, 4.0816326 real, 17.81076 real, 12.244898 real, 0.55658627 real, 3.3395176 real, 0.0 real, 1.6697588 real, 1-10
FALSE,"2002-07-13",289,96,10,4,19.723183 real, 1.0380623 real, 7.266436 real, 10.726644 real, 0.0 real, 17.99308 real, 3.8062284 real, 17.647058 real, 11.764706 real, 0.0 real, 9.342561 real, 0.0 real, 0.6920415 real, 41-50
FALSE,"1989-02-18",228,69,9,4,21.929825 real, 3.9473684 real, 5.263158 real, 13.596491 real, 0.4385965 real, 12.280702 real, 1.3157895 real, 16.666666 real, 15.789474 real, 0.0 real, 7.017544 real, 0.0 real, 1.754386 real, 1-10
FALSE,"1987-04-18",217,65,9,3,17.972351 real, 0.4608295 real, 1.843318 real, 17.51152 real, 2.3041475 real, 28.1106 real, 0.4608295 real, 16.129032 real, 5.529954 real, 0.0 real, 8.29493 real, 0.0 real, 1.3824885 real, 11-20
FALSE,"1991-07-06",350,124,9,3,18.0 real, 3.7142856 real, 2.0 real, 13.142858 real, 1.1428572 real, 26.571428 real, 1.1428572 real, 15.714286 real, 4.285714 real, 0.0 real, 13.714286 real, 0.0 real, 0.5714286 real, 11-20
FALSE,"1984-12-08",223,99,11,3,17.488789 real, 3.1390135 real, 7.1748877 real, 10.762332 real, 0.0 real, 18.834082 real, 4.0358744 real, 13.901345 real, 5.381166 real, 0.44843048 real, 15.695067 real, 0.0 real, 3.1390135 real, 11-20
FALSE,"2013-10-19",157,61,8,4,19.10828 real, 1.2738854 real, 3.821656 real, 8.917197 real, 0.0 real, 24.840765 real, 0.6369427 real, 23.56688 real, 10.828026 real, 0.0 real, 6.3694267 real, 0.0 real, 0.6369427 real, 31-40
FALSE,"1992-11-14",269,115,9,4,22.67658 real, 2.9739778 real, 5.9479556 real, 14.126394 real, 0.37174723 real, 19.330854 real, 3.3457248 real, 16.356876 real, 7.434944 real, 0.0 real, 7.8066916 real, 0.0 real, 0.0 real, 11-20
FALSE,"1985-06-22",351,75,9,3,25.925926 real, 5.4131055 real, 7.122507 real, 13.960114 real, 0.0 real, 9.116809 real, 6.5527067 real, 11.680912 real, 12.535612 real, 1.7094017 real, 5.1282053 real, 0.0 real, 0.85470086 real, 1-10
FALSE,"1985-05-11",250,94,11,4,12.0 real, 1.2 real, 8.8 real, 2.8 real, 0.4 real, 32.4 real, 5.2 real, 17.6 real, 2.4 real, 0.4 real, 16.8 real, 0.0 real, 0.0 real, 41-50
FALSE,"1980-07-19",231,62,9,3,16.017317 real, 2.5974026 real, 6.4935064 real, 13.419913 real, 0.0 real, 28.138529 real, 0.86580086 real, 13.419913 real, 5.194805 real, 0.43290043 real, 12.121212 real, 0.0 real, 1.2987013 real, 31-40
TRUE,"2003-03-01",669,222,10,3,23.16891 real, 5.231689 real, 3.7369208 real, 21.375187 real, 1.1958146 real, 22.122572 real, 2.9895365 real, 6.5769806 real, 1.7937219 real, 0.0 real, 10.911809 real, 0.0 real, 0.89686096 real, 11-20
FALSE,"1983-07-16",419,144,12,3,21.24105 real, 1.4319808 real, 2.8639617 real, 11.69451 real, 0.0 real, 31.026253 real, 4.057279 real, 4.295943 real, 10.262529 real, 0.0 real, 8.830549 real, 3.5799522 real, 0.7159904 real, 1-10
TRUE,"2004-04-10",781,270,11,3,22.40717 real, 1.4084507 real, 5.5057616 real, 21.895006 real, 1.4084507 real, 19.71831 real, 3.8412292 real, 8.578745 real, 4.737516 real, 0.0 real, 9.346991 real, 0.0 real, 1.1523688 real, 11-20
FALSE,"1997-02-22",474,115,10,3,30.168776 real, 1.8987342 real, 2.5316455 real, 24.050632 real, 0.0 real, 13.080169 real, 0.84388185 real, 8.438819 real, 9.49367 real, 0.21097046 real, 4.43038 real, 0.0 real, 4.8523207 real, 1-10
FALSE,"1993-06-19",522,114,11,3,22.796934 real, 2.4904215 real, 2.8735633 real, 21.83908 real, 0.57471263 real, 17.049809 real, 4.2145596 real, 9.386973 real, 6.704981 real, 0.0 real, 10.727969 real, 0.0 real, 1.3409961 real, 21-30
FALSE,"2006-11-25",262,90,9,3,22.519083 real, 5.3435116 real, 2.6717558 real, 18.70229 real, 0.7633588 real, 16.412214 real, 3.816794 real, 8.396947 real, 7.2519083 real, 0.3816794 real, 12.977099 real, 0.0 real, 0.7633588 real, 31-40
FALSE,"2015-06-20",349,77,8,3,16.905443 real, 2.5787966 real, 4.584527 real, 22.636103 real, 2.2922635 real, 13.467049 real, 5.730659 real, 7.7363896 real, 10.3151865 real, 0.28653294 real, 13.180515 real, 0.0 real, 0.28653294 real, 1-10
TRUE,"2012-08-11",514,119,12,3,23.346304 real, 3.5019455 real, 1.9455253 real, 22.568094 real, 0.0 real, 15.564202 real, 0.97276264 real, 7.3929963 real, 10.116732 real, 0.38910505 real, 13.81323 real, 0.0 real, 0.38910505 real, 11-20
FALSE,"2012-10-06",271,88,10,3,28.782288 real, 3.3210332 real, 2.9520295 real, 25.830257 real, 1.1070111 real, 12.177122 real, 0.0 real, 6.2730627 real, 7.7490773 real, 0.0 real, 9.225092 real, 0.0 real, 2.583026 real, 11-20
FALSE,"2009-08-29",430,122,11,3,25.581396 real, 3.488372 real, 3.488372 real, 22.093023 real, 0.4651163 real, 16.511627 real, 1.1627907 real, 12.325582 real, 6.0465117 real, 0.0 real, 7.9069767 real, 0.0 real, 0.9302326 real, 31-40
FALSE,"1987-06-06",233,97,10,3,15.02146 real, 7.2961373 real, 12.446352 real, 11.587983 real, 0.8583691 real, 22.74678 real, 0.42918456 real, 7.725322 real, 9.012876 real, 0.0 real, 11.587983 real, 0.0 real, 1.2875537 real, 1-10
FALSE,"2006-06-10",220,95,11,3,15.909091 real, 6.818182 real, 15.0 real, 12.272727 real, 0.90909094 real, 17.272728 real, 0.45454547 real, 7.2727275 real, 9.545455 real, 0.45454547 real, 13.181818 real, 0.0 real, 0.90909094 real, 41-50
FALSE,"2011-09-24",161,90,9,3,26.086956 real, 2.484472 real, 4.347826 real, 19.875776 real, 0.0 real, 16.149069 real, 1.242236 real, 7.4534163 real, 13.043478 real, 0.0 real, 8.074534 real, 0.0 real, 1.242236 real, 31-40
FALSE,"1986-12-27",273,110,13,4,16.849817 real, 2.1978023 real, 7.3260074 real, 12.087913 real, 0.0 real, 26.007326 real, 2.930403 real, 10.62271 real, 9.523809 real, 0.0 real, 7.3260074 real, 0.0 real, 5.1282053 real, 1-10
FALSE,"1983-07-30",131,73,9,3,19.08397 real, 3.816794 real, 3.053435 real, 18.32061 real, 0.0 real, 20.610687 real, 3.053435 real, 6.8702292 real, 5.3435116 real, 0.0 real, 17.557251 real, 0.0 real, 3.053435 real, 41-50
FALSE,"1992-08-01",400,182,10,3,18.75 real, 2.5 real, 5.5 real, 14.25 real, 1.0 real, 22.5 real, 2.5 real, 10.75 real, 5.5 real, 0.75 real, 13.25 real, 0.0 real, 2.75 real, 11-20
FALSE,"1990-02-03",277,90,10,3,20.938627 real, 0.72202164 real, 3.6101084 real, 19.855597 real, 0.0 real, 21.299639 real, 1.4440433 real, 16.967508 real, 5.0541515 real, 0.0 real, 10.108303 real, 0.0 real, 0.0 real, 21-30
FALSE,"1981-05-02",348,115,11,3,22.413794 real, 2.8735633 real, 4.597701 real, 11.78161 real, 2.586207 real, 22.701149 real, 2.2988505 real, 12.356322 real, 1.7241379 real, 0.0 real, 16.37931 real, 0.0 real, 0.28735632 real, 31-40
FALSE,"2007-04-14",322,128,12,3,26.086956 real, 4.037267 real, 3.10559 real, 9.316771 real, 1.8633541 real, 20.496895 real, 2.173913 real, 10.869565 real, 4.968944 real, 1.242236 real, 15.52795 real, 0.0 real, 0.310559 real, 31-40
TRUE,"2009-11-21",531,209,15,4,20.715631 real, 2.071563 real, 9.039548 real, 9.981168 real, 2.636535 real, 30.131826 real, 0.37664783 real, 7.7212806 real, 5.084746 real, 0.0 real, 12.241055 real, 0.0 real, 0.0 real, 31-40
FALSE,"2014-07-26",181,74,11,3,16.574585 real, 2.762431 real, 5.524862 real, 24.309393 real, 1.1049724 real, 15.469613 real, 1.6574585 real, 6.629834 real, 8.2872925 real, 6.077348 real, 8.2872925 real, 0.0 real, 3.314917 real, 41-50
FALSE,"2015-01-03",198,105,10,3,27.777779 real, 3.030303 real, 3.5353534 real, 13.636364 real, 0.0 real, 19.69697 real, 3.030303 real, 7.5757575 real, 5.5555553 real, 0.0 real, 13.131313 real, 0.0 real, 3.030303 real, 11-20
FALSE,"1982-08-21",189,76,10,3,28.571428 real, 3.7037036 real, 5.291005 real, 14.814815 real, 0.0 real, 12.698413 real, 2.1164021 real, 7.4074073 real, 10.05291 real, 0.52910054 real, 11.640212 real, 0.0 real, 3.1746032 real, 1-10
TRUE,"2013-06-22",172,78,10,3,25.581396 real, 1.744186 real, 1.1627907 real, 19.186047 real, 0.0 real, 15.697675 real, 1.1627907 real, 11.627907 real, 5.2325583 real, 1.1627907 real, 15.116279 real, 0.0 real, 2.3255813 real, 31-40
FALSE,"2002-06-08",276,80,10,3,23.913044 real, 1.8115942 real, 3.9855072 real, 14.130435 real, 0.0 real, 17.753624 real, 2.8985507 real, 9.782609 real, 10.507246 real, 0.0 real, 14.492754 real, 0.36231884 real, 0.36231884 real, 11-20
TRUE,"2003-11-29",808,280,11,3,19.801981 real, 4.7029705 real, 6.930693 real, 11.633663 real, 0.37128714 real, 25.742575 real, 1.3613862 real, 8.787128 real, 4.331683 real, 0.12376238 real, 13.613861 real, 0.0 real, 2.59901 real, 11-20
TRUE,"2015-07-18",512,40,13,3,22.65625 real, 0.390625 real, 6.640625 real, 15.4296875 real, 0.0 real, 33.007812 real, 0.0 real, 4.6875 real, 12.890625 real, 0.0 real, 4.1015625 real, 0.0 real, 0.1953125 real, 1-10
FALSE,"1997-02-15",304,139,14,3,20.394737 real, 1.6447369 real, 4.9342103 real, 18.75 real, 0.32894737 real, 22.697369 real, 1.9736842 real, 11.184211 real, 6.9078946 real, 0.0 real, 8.881579 real, 0.0 real, 2.3026316 real, 31-40
FALSE,"2004-02-28",218,87,11,3,25.229359 real, 7.7981653 real, 3.2110093 real, 15.596331 real, 0.0 real, 16.055046 real, 0.4587156 real, 7.7981653 real, 8.715596 real, 0.0 real, 15.137614 real, 0.0 real, 0.0 real, 31-40
FALSE,"2008-03-01",256,110,10,4,25.390625 real, 3.90625 real, 2.734375 real, 12.5 real, 2.734375 real, 15.625 real, 1.953125 real, 8.984375 real, 12.890625 real, 0.0 real, 10.15625 real, 0.0 real, 3.125 real, 41-50
FALSE,"1981-05-23",212,92,14,3,25.0 real, 1.8867924 real, 3.7735848 real, 19.811321 real, 0.0 real, 15.566038 real, 3.7735848 real, 8.0188675 real, 14.622642 real, 0.0 real, 6.1320753 real, 0.0 real, 1.4150944 real, 1-10
FALSE,"2007-02-10",384,162,10,3,22.65625 real, 4.4270835 real, 5.7291665 real, 18.229166 real, 0.5208333 real, 21.614584 real, 3.125 real, 9.635417 real, 6.5104165 real, 0.26041666 real, 5.7291665 real, 0.0 real, 1.5625 real, 31-40
FALSE,"2010-07-17",194,117,10,3,17.525774 real, 7.216495 real, 7.216495 real, 8.247422 real, 1.0309278 real, 27.319588 real, 4.123711 real, 10.824742 real, 4.123711 real, 0.0 real, 9.793815 real, 0.0 real, 2.5773196 real, 41-50
FALSE,"1995-06-17",227,86,9,3,23.788546 real, 4.4052863 real, 7.9295154 real, 10.132158 real, 0.0 real, 20.264317 real, 0.88105726 real, 8.810573 real, 8.370044 real, 0.0 real, 12.775331 real, 0.0 real, 2.6431718 real, 1-10
FALSE,"1995-07-08",483,213,13,3,21.73913 real, 5.7971015 real, 5.7971015 real, 14.699793 real, 1.242236 real, 19.461699 real, 3.7267082 real, 9.109731 real, 5.383023 real, 0.0 real, 11.180124 real, 0.0 real, 1.8633541 real, 1-10
FALSE,"2003-11-29",297,89,10,3,24.242424 real, 2.020202 real, 1.3468014 real, 18.855219 real, 0.0 real, 15.824916 real, 2.6936028 real, 15.824916 real, 6.734007 real, 1.6835017 real, 8.754209 real, 0.0 real, 2.020202 real, 31-40
FALSE,"2014-12-06",130,57,9,4,23.076923 real, 3.0769231 real, 3.0769231 real, 10.769231 real, 0.0 real, 21.538462 real, 2.3076923 real, 13.846154 real, 10.0 real, 0.0 real, 12.307693 real, 0.0 real, 0.0 real, 11-20
FALSE,"1988-06-11",168,87,12,4,19.642857 real, 5.952381 real, 3.5714285 real, 16.071428 real, 0.0 real, 10.714286 real, 1.7857143 real, 5.952381 real, 13.690476 real, 0.5952381 real, 17.261906 real, 0.0 real, 4.7619047 real, 11-20
FALSE,"2012-09-01",247,112,11,3,21.862349 real, 4.453441 real, 2.4291499 real, 18.218624 real, 0.0 real, 14.979757 real, 2.0242915 real, 11.336032 real, 15.384615 real, 0.0 real, 7.6923075 real, 0.0 real, 1.6194332 real, 1-10
FALSE,"1985-04-13",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 1-10
FALSE,"2010-02-27",434,193,10,3,20.276497 real, 2.534562 real, 5.760369 real, 12.211982 real, 0.69124424 real, 22.119816 real, 1.6129032 real, 8.75576 real, 7.142857 real, 0.0 real, 16.58986 real, 0.0 real, 2.3041475 real, 1-10
FALSE,"1984-12-15",318,72,11,4,18.238995 real, 3.144654 real, 13.836478 real, 13.207547 real, 0.0 real, 18.867924 real, 1.2578616 real, 6.918239 real, 2.5157232 real, 0.0 real, 21.698112 real, 0.0 real, 0.3144654 real, 21-30
FALSE,"2011-12-24",427,128,13,3,19.437939 real, 3.0444965 real, 5.620609 real, 12.412178 real, 0.0 real, 22.482435 real, 6.557377 real, 9.3676815 real, 9.3676815 real, 0.0 real, 11.709601 real, 0.0 real, 0.0 real, 11-20
FALSE,"2012-07-21",246,116,10,3,21.544716 real, 3.6585367 real, 2.4390244 real, 15.853659 real, 0.0 real, 20.325203 real, 2.8455284 real, 8.536586 real, 12.601626 real, 0.0 real, 12.195122 real, 0.0 real, 0.0 real, 1-10
FALSE,"2012-03-17",246,116,10,3,21.544716 real, 3.6585367 real, 2.4390244 real, 15.853659 real, 0.0 real, 20.325203 real, 2.8455284 real, 8.536586 real, 12.601626 real, 0.0 real, 12.195122 real, 0.0 real, 0.0 real, 1-10
FALSE,"2005-11-12",608,167,18,3,21.217106 real, 3.7828948 real, 7.0723686 real, 17.763159 real, 0.32894737 real, 28.618422 real, 0.32894737 real, 6.25 real, 7.236842 real, 0.16447368 real, 4.605263 real, 0.65789473 real, 1.9736842 real, 1-10
FALSE,"1985-01-05",315,105,10,4,22.539682 real, 4.126984 real, 5.0793653 real, 18.730158 real, 0.0 real, 12.063492 real, 7.6190476 real, 8.571428 real, 7.6190476 real, 0.0 real, 10.476191 real, 0.0 real, 3.1746032 real, 1-10
FALSE,"2006-02-04",200,98,13,4,20.5 real, 1.5 real, 5.5 real, 12.0 real, 1.0 real, 23.0 real, 1.5 real, 13.0 real, 3.5 real, 0.0 real, 16.0 real, 0.0 real, 2.5 real, 21-30
TRUE,"2005-06-04",431,165,10,3,22.969837 real, 1.6241299 real, 3.9443154 real, 17.633411 real, 0.0 real, 15.081206 real, 2.7842228 real, 9.74478 real, 11.600928 real, 1.1600928 real, 9.976798 real, 0.0 real, 3.4802785 real, 1-10
FALSE,"1985-11-16",349,105,14,4,21.203438 real, 3.7249284 real, 1.1461318 real, 11.747851 real, 0.28653294 real, 32.378223 real, 1.7191978 real, 7.4498568 real, 2.8653295 real, 0.0 real, 16.332378 real, 0.0 real, 1.1461318 real, 1-10
FALSE,"1999-10-23",302,124,9,3,20.198675 real, 3.3112583 real, 2.9801323 real, 19.536425 real, 0.0 real, 15.231788 real, 3.3112583 real, 12.251656 real, 9.933775 real, 2.3178809 real, 9.933775 real, 0.0 real, 0.9933775 real, 1-10
FALSE,"1990-03-03",182,79,8,3,23.626373 real, 4.3956046 real, 8.791209 real, 17.032967 real, 0.5494506 real, 10.989011 real, 3.2967033 real, 9.340659 real, 3.8461537 real, 0.0 real, 16.483517 real, 0.0 real, 1.6483517 real, 1-10
TRUE,"2013-08-03",466,112,10,3,24.034334 real, 3.0042918 real, 1.2875537 real, 22.961374 real, 0.0 real, 17.167381 real, 2.1459227 real, 9.012876 real, 2.1459227 real, 0.0 real, 12.23176 real, 0.0 real, 6.0085835 real, 1-10
FALSE,"1985-04-27",247,79,11,3,20.647774 real, 1.6194332 real, 2.0242915 real, 19.838057 real, 0.4048583 real, 21.862349 real, 4.453441 real, 4.8582997 real, 12.145749 real, 0.0 real, 11.336032 real, 0.0 real, 0.8097166 real, 41-50
FALSE,"1987-02-28",325,58,15,4,18.76923 real, 0.9230769 real, 10.153846 real, 25.846153 real, 0.0 real, 12.0 real, 2.7692308 real, 11.384615 real, 7.6923075 real, 0.0 real, 5.230769 real, 0.0 real, 5.230769 real, 31-40
FALSE,"2000-12-16",247,111,12,4,19.433199 real, 7.2874494 real, 6.0728745 real, 15.384615 real, 1.6194332 real, 16.194332 real, 0.0 real, 10.526316 real, 9.311741 real, 0.0 real, 12.955465 real, 0.0 real, 1.2145749 real, 21-30
TRUE,"2014-08-02",232,130,10,3,18.965517 real, 1.7241379 real, 6.465517 real, 14.224138 real, 0.43103448 real, 31.465517 real, 0.86206895 real, 12.5 real, 4.3103447 real, 0.0 real, 8.189655 real, 0.0 real, 0.86206895 real, 41-50
TRUE,"1989-12-09",413,248,13,5,13.801453 real, 3.1476998 real, 2.1791768 real, 8.232446 real, 0.0 real, 52.784504 real, 1.2106538 real, 5.084746 real, 4.3583536 real, 0.0 real, 8.716707 real, 0.0 real, 0.4842615 real, 1-10
FALSE,"1986-08-09",232,102,13,3,18.965517 real, 4.3103447 real, 6.465517 real, 10.344828 real, 0.0 real, 20.689655 real, 8.620689 real, 6.034483 real, 9.4827585 real, 1.2931035 real, 12.931034 real, 0.0 real, 0.86206895 real, 1-10
FALSE,"1986-08-30",214,101,13,3,19.158878 real, 4.6728973 real, 6.074766 real, 11.214953 real, 0.0 real, 21.495327 real, 5.6074767 real, 6.074766 real, 8.878505 real, 1.4018692 real, 14.485981 real, 0.0 real, 0.93457943 real, 11-20
FALSE,"1985-09-14",218,88,12,4,24.311926 real, 2.293578 real, 2.293578 real, 12.385321 real, 0.0 real, 24.311926 real, 2.293578 real, 9.633027 real, 4.587156 real, 0.0 real, 16.513762 real, 0.0 real, 1.3761468 real, 1-10
FALSE,"1980-01-19",243,87,8,3,26.748972 real, 2.0576131 real, 7.4074073 real, 18.518518 real, 0.82304525 real, 11.111111 real, 4.1152263 real, 4.9382715 real, 11.934156 real, 0.0 real, 7.4074073 real, 0.0 real, 4.9382715 real, 1-10
FALSE,"2007-02-03",522,222,13,3,18.199234 real, 3.8314176 real, 4.980843 real, 13.984674 real, 2.1072798 real, 28.16092 real, 1.1494253 real, 7.4712644 real, 3.256705 real, 1.3409961 real, 14.7509575 real, 0.0 real, 0.7662835 real, 1-10
FALSE,"2011-11-12",204,94,10,3,17.647058 real, 3.9215686 real, 9.803922 real, 12.745098 real, 0.0 real, 21.568628 real, 0.98039216 real, 12.745098 real, 7.352941 real, 0.0 real, 11.274509 real, 0.0 real, 1.9607843 real, 1-10
FALSE,"1992-02-29",347,99,9,3,21.037464 real, 1.4409221 real, 5.1873198 real, 17.291067 real, 0.0 real, 16.426514 real, 2.5936599 real, 11.239193 real, 5.7636886 real, 1.7291067 real, 13.544668 real, 0.0 real, 3.7463977 real, 31-40
FALSE,"1992-04-04",174,92,9,3,18.390804 real, 2.8735633 real, 8.045977 real, 18.390804 real, 0.0 real, 16.091953 real, 2.8735633 real, 11.494253 real, 5.7471266 real, 0.0 real, 13.21839 real, 0.0 real, 2.8735633 real, 11-20
FALSE,"1996-02-24",384,102,11,3,23.958334 real, 5.9895835 real, 1.5625 real, 20.572916 real, 0.5208333 real, 18.489584 real, 0.0 real, 11.458333 real, 3.6458333 real, 0.0 real, 11.979167 real, 0.0 real, 1.8229166 real, 31-40
FALSE,"1982-04-10",194,71,11,3,21.649485 real, 2.0618556 real, 1.5463917 real, 15.979382 real, 0.5154639 real, 27.319588 real, 1.0309278 real, 8.762887 real, 3.0927835 real, 0.0 real, 16.494844 real, 0.0 real, 1.5463917 real, 1-10
FALSE,"1999-04-17",384,63,11,4,28.90625 real, 3.90625 real, 0.26041666 real, 11.979167 real, 0.0 real, 25.520834 real, 7.8125 real, 5.9895835 real, 4.6875 real, 2.0833333 real, 7.8125 real, 0.0 real, 1.0416666 real, 21-30
FALSE,"1980-06-14",151,76,11,3,17.880795 real, 1.986755 real, 1.986755 real, 17.880795 real, 1.3245033 real, 26.490067 real, 2.6490066 real, 13.245033 real, 5.298013 real, 0.0 real, 7.94702 real, 0.0 real, 3.3112583 real, 21-30
TRUE,"2009-05-02",800,299,12,4,21.0 real, 2.0 real, 4.375 real, 17.25 real, 0.75 real, 22.0 real, 3.875 real, 7.5 real, 7.375 real, 0.375 real, 10.25 real, 0.0 real, 3.25 real, 1-10
FALSE,"2014-03-29",136,64,8,4,25.735294 real, 2.9411764 real, 5.882353 real, 13.235294 real, 2.9411764 real, 13.235294 real, 2.2058823 real, 9.558824 real, 16.17647 real, 0.0 real, 6.617647 real, 0.0 real, 1.4705882 real, 1-10
FALSE,"2010-11-06",75,39,11,4,8.0 real, 0.0 real, 6.6666665 real, 1.3333334 real, 0.0 real, 74.666664 real, 0.0 real, 0.0 real, 0.0 real, 0.0 real, 5.3333335 real, 4.0 real, 0.0 real, 21-30
FALSE,"2013-06-15",455,219,12,3,19.120878 real, 2.6373627 real, 4.6153846 real, 14.505494 real, 1.0989012 real, 22.857143 real, 1.7582418 real, 13.626373 real, 5.934066 real, 0.0 real, 12.307693 real, 0.0 real, 1.5384616 real, 11-20
FALSE,"2011-12-17",190,105,8,3,22.105263 real, 3.6842105 real, 3.1578948 real, 20.0 real, 0.0 real, 17.894737 real, 0.5263158 real, 9.473684 real, 7.894737 real, 0.0 real, 12.631579 real, 0.0 real, 2.631579 real, 31-40
TRUE,"2010-11-13",308,115,29,5,21.753246 real, 1.9480519 real, 11.038961 real, 15.909091 real, 0.32467532 real, 23.376623 real, 0.32467532 real, 10.064935 real, 5.5194807 real, 0.0 real, 7.4675326 real, 0.0 real, 2.2727273 real, 1-10
FALSE,"1998-12-12",133,88,12,4,26.31579 real, 1.5037594 real, 5.263158 real, 10.526316 real, 0.0 real, 12.781955 real, 6.766917 real, 2.255639 real, 14.285714 real, 0.0 real, 19.548872 real, 0.0 real, 0.7518797 real, 41-50
FALSE,"2008-07-05",290,80,9,3,21.034483 real, 2.413793 real, 4.827586 real, 23.793104 real, 0.0 real, 20.689655 real, 1.7241379 real, 12.413794 real, 3.7931035 real, 0.0 real, 8.620689 real, 0.0 real, 0.6896552 real, 31-40
FALSE,"2012-08-11",308,136,10,3,17.857143 real, 1.6233766 real, 6.4935064 real, 15.584415 real, 0.0 real, 26.623377 real, 1.9480519 real, 9.090909 real, 6.818182 real, 2.2727273 real, 9.415585 real, 0.0 real, 2.2727273 real, 21-30
FALSE,"2006-05-20",544,193,12,3,20.036764 real, 2.5735295 real, 2.5735295 real, 20.220589 real, 0.9191176 real, 21.507353 real, 1.8382353 real, 9.007353 real, 5.147059 real, 2.2058823 real, 11.764706 real, 0.0 real, 2.2058823 real, 41-50
TRUE,"2007-06-02",740,317,12,3,16.216217 real, 2.162162 real, 4.324324 real, 15.0 real, 2.162162 real, 29.054054 real, 1.2162162 real, 14.054054 real, 4.4594593 real, 0.0 real, 10.27027 real, 0.13513513 real, 0.9459459 real, 21-30
TRUE,"2002-01-26",581,229,10,3,11.7039585 real, 4.302926 real, 4.991394 real, 9.638555 real, 1.3769363 real, 34.25129 real, 0.68846816 real, 15.318417 real, 4.991394 real, 0.34423408 real, 10.154905 real, 0.0 real, 2.2375214 real, 11-20
TRUE,"1997-07-12",529,282,11,4,17.013233 real, 1.5122874 real, 4.347826 real, 13.42155 real, 0.37807184 real, 34.2155 real, 0.7561437 real, 8.884688 real, 5.1039696 real, 0.0 real, 13.232514 real, 0.0 real, 1.1342155 real, 41-50
FALSE,"1983-06-18",237,100,10,3,24.472574 real, 5.063291 real, 5.485232 real, 15.6118145 real, 1.6877637 real, 13.50211 real, 3.3755274 real, 9.704641 real, 6.751055 real, 0.42194092 real, 7.594937 real, 0.0 real, 6.329114 real, 21-30
FALSE,"1991-06-15",478,272,12,4,19.456066 real, 3.3472803 real, 4.6025105 real, 12.761506 real, 0.0 real, 25.732218 real, 1.8828452 real, 9.832636 real, 8.577406 real, 0.20920502 real, 11.715481 real, 0.83682007 real, 1.0460252 real, 11-20
FALSE,"1980-06-14",173,84,10,3,24.277456 real, 2.8901734 real, 5.202312 real, 11.560694 real, 0.0 real, 22.543352 real, 3.468208 real, 11.560694 real, 5.202312 real, 0.0 real, 12.716763 real, 0.0 real, 0.5780347 real, 31-40
FALSE,"2013-11-23",167,95,10,3,13.772455 real, 2.3952096 real, 7.784431 real, 12.57485 real, 0.0 real, 31.137724 real, 0.5988024 real, 8.982036 real, 5.9880238 real, 0.5988024 real, 13.772455 real, 0.0 real, 2.3952096 real, 21-30
FALSE,"1987-12-05",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 1-10
TRUE,"1990-08-18",1554,583,14,4,18.146719 real, 4.3114543 real, 6.821107 real, 9.0733595 real, 1.3513514 real, 24.517374 real, 3.024453 real, 11.325611 real, 5.4697556 real, 0.12870012 real, 14.221364 real, 0.0 real, 1.6087517 real, 31-40
FALSE,"2006-02-11",388,109,11,4,18.041237 real, 3.0927835 real, 3.0927835 real, 13.917526 real, 0.5154639 real, 17.01031 real, 0.77319586 real, 13.917526 real, 12.113402 real, 0.0 real, 15.721649 real, 0.0 real, 1.8041238 real, 31-40
FALSE,"1984-04-14",352,114,36,4,18.46591 real, 2.840909 real, 3.6931818 real, 13.636364 real, 1.4204545 real, 20.454546 real, 0.85227275 real, 9.659091 real, 7.6704545 real, 0.0 real, 19.602272 real, 0.0 real, 1.7045455 real, 41-50
