Song,Actual,TF-IDF,TF-IDF Error,Custom,Custom Err
Get Up,2008,1998,10,2008,0
Give It Up To Me,2009,1999,10,2006,3
Gonna Make You Sweat,1991,2001,10,1980,11
Gonna Make You Sweat,1991,2001,10,1980,11
Got Money,2008,1998,10,2008,0
Half Of My Heart,2009,1999,10,2001,8
Heartless,2009,1999,10,1980,29
Heaven Sent,2008,1998,10,1980,28
Hero/Heroine,2008,1998,10,1990,18
Hey Soul Sister,2010,2000,10,2009,1
Hit The Lights,2011,2001,10,2011,0
Home,2008,1998,10,1980,28
How Do You Sleep?,2009,1999,10,1980,29
How Do You Sleep?,2009,1999,10,2006,3
I Don't Care,2008,1998,10,2012,4
I Don't Want To Miss A Thing,2008,1998,10,1980,28
I Kissed A Girl,2008,1998,10,2008,0
I Luv Your Girl,2008,1998,10,2007,1
I Remember,2008,1998,10,2008,0
I Saw God Today,2008,1998,10,1981,27
I Still Haven't Found What I'm Looking For,2008,1998,10,2002,6
I Told You So,2007,1997,10,1981,26
I'd Come For You,2008,1998,10,1984,24
I'll Stand By You,2007,1997,10,1980,27
I'm Yours,2008,1998,10,2008,0
If I Ain't Got You,2004,1994,10,2005,1
If I Had Eyes,2008,1998,10,1980,28
If I Had You,2010,2000,10,2010,0
If I Were A Boy,2008,1998,10,2000,8
Imagine,2008,1998,10,2011,3
Impulsive,1990,2000,10,1990,0
In Love With A Girl,2008,1998,10,2008,0
It Happens,2009,1999,10,2009,0
It's America,2009,1999,10,2014,5
It's Not My Time,2008,1998,10,1995,13
Jaded,2001,1991,10,1980,21
John,2011,2001,10,2012,1
Just Fine,2008,1998,10,2015,7
Just Got Started Lovin' You,2008,1998,10,2008,0
Just Like Me,2009,1999,10,2002,7
Just The Way It Is Baby,1991,2001,10,2001,10
Kiss A Girl,2009,1999,10,2009,0
Kiss Me Thru The Phone,2009,1999,10,2011,2
Kush,2010,2000,10,2010,0
Last Name,2008,1998,10,2008,0
Leavin',2008,1998,10,2008,0
Light On,2008,1998,10,1980,28
Like A Prayer,2010,2000,10,1985,25
Lost In This Moment,2007,1997,10,1994,13
Love Drunk,2009,1999,10,2013,4
Love Like This,2008,1998,10,2007,1
Love Like Woe,2010,2000,10,2010,0
Love Lockdown,2008,1998,10,1980,28
Love Me,2009,1999,10,1980,29
Love Remains The Same,2008,1998,10,2008,0
Love Song,2008,1998,10,2007,1
Mad,2009,1999,10,1980,29
Marry The Night,2011,2001,10,2005,6
Meet Me Halfway,2009,1999,10,2009,0
Mercy,2008,1998,10,2008,0
My Life,2008,1998,10,2008,0
Never Wanted Nothing More,2007,1997,10,2007,0
New Soul,2008,1998,10,2009,1
No Air,2008,1998,10,1980,28
No One,2007,1997,10,1980,27
No Sleep,2011,2001,10,2011,0
One Step At A Time,2008,1998,10,2000,8
Only Time,2001,1991,10,1980,21
Our Song,2008,1998,10,2007,1
Over It,2007,1997,10,1980,27
Over You,2007,1997,10,1980,27
Paper Planes,2008,1998,10,2000,8
Paralyzer,2008,1998,10,2015,7
Play My Music,2008,1998,10,1996,12
Pocketful Of Sunshine,2008,1998,10,1980,28
Praying For Time,2008,1998,10,1981,27
Pretty Boy Swag,2010,2000,10,2011,1
Pushin' Me Away,2008,1998,10,1980,28
Put It On Ya,2009,1999,10,2009,0
Ready Set Don't Go,2008,1998,10,1980,28
Realize,2008,1998,10,1980,28
Right Above It,2010,2000,10,2010,0
Right Now (Na Na Na),2008,1998,10,1980,28
Right Round,2009,1999,10,2009,0
Right Thru Me,2010,2000,10,2011,1
Room At The Top,1990,2000,10,1990,0
Say,2008,1998,10,2008,0
Say Aah,2010,2000,10,2008,2
See You Again,2008,1998,10,2008,0
See You In My Nightmares,2008,1998,10,2001,7
Shake It,2008,1998,10,2008,0
She Never Cried In Front Of Me,2008,1998,10,2008,0
She's Like The Wind,2007,1997,10,1980,27
Should've Said No,2008,1998,10,2008,0
Shout To The Lord,2008,1998,10,2015,7
Sideways,2009,1999,10,1980,29
Small Town Southern Man,2008,1998,10,2001,7
Smooth Criminal,2001,1991,10,1980,21
Snow (Hey Oh),2007,1997,10,2006,1
So Small,2007,1997,10,2010,3
So What,2008,1998,10,1992,16
Stop And Stare,2008,1998,10,1980,28
Sugar,2009,1999,10,2009,0
Summertime,2008,1998,10,2015,7
Sweat,2011,2001,10,2011,0
Swing,2008,1998,10,1992,16
T-Shirt,2008,1998,10,2011,3
Take A Bow,2009,1999,10,2008,1
Take A Bow,2008,1998,10,2008,0
Take It Off,2010,2000,10,2010,0
Take You Down,2008,1998,10,1980,28
Take You There,2008,1998,10,1980,28
Talk Dirty,2014,2004,10,2014,0
Teenage Dream,2010,2000,10,2010,0
Teenage Dream,2010,2000,10,1980,30
Tender Lover,1990,2000,10,1989,1
The Boys Of Fall,2010,2000,10,2010,0
The House That Built Me,2010,2000,10,2010,0
The Time Of My Life,2008,1998,10,1980,28
Then,2009,1999,10,1980,29
Thinking Of You,2009,1999,10,2009,0
Titanium,2012,2002,10,2012,0
Titanium,2012,2002,10,2012,0
Tonight,2008,1998,10,1980,28
Upside Down,2006,1996,10,1980,26
Use Somebody,2009,1999,10,2006,3
Walk Away (Remember Me),2007,1997,10,2006,1
Walking In Memphis,1991,2001,10,1991,0
We're All In This Together,2006,1996,10,1990,16
What About Now,2008,1998,10,1980,28
What I've Done,2007,1997,10,1980,27
Whatcha Say,2009,1999,10,2009,0
Whatever It Takes,2008,1998,10,1980,28
When The Stars Go Blue,2006,1996,10,2006,0
When You Look Me In The Eyes,2008,1998,10,1980,28
Whip Appeal,1990,2000,10,1980,10
White Horse,2008,1998,10,2008,0
Who Dat Girl,2011,2001,10,2011,0
Who Says,2009,1999,10,1984,25
Why,2006,1996,10,1980,26
With You,2008,1998,10,2004,4
Won't Go Home Without You,2008,1998,10,2011,3
You Belong With Me,2009,1999,10,1980,29
You Found Me,2009,1999,10,1999,10
You Look Good In My Shirt,2008,1998,10,2008,0
You Rock My World,2001,1991,10,1980,21
3,2009,1998,11,1980,29
1234,2009,1998,11,1980,29
21 Guns,2009,1998,11,1980,29
3am,2009,1998,11,2004,5
About You Now,2009,1998,11,1980,29
Ain't I,2009,1998,11,1990,19
All My Life,2002,1991,11,1980,22
All The Above,2009,1998,11,2008,1
Already Gone,2009,1998,11,1980,29
Alright,2009,1998,11,2007,2
American Ride,2009,1998,11,2005,4
Back In Time,2012,2001,11,1991,21
Bad Romance,2010,1999,11,2014,4
Ball,2012,2001,11,2012,0
Battlefield,2009,1998,11,1980,29
Be On You,2009,1998,11,2007,2
Beautiful,2009,1998,11,2013,4
Beautiful Girls,2007,1996,11,1980,27
Beez In The Trap,2012,2001,11,2012,0
Best Days Of Your Life,2009,1998,11,2003,6
Best I Ever Had,2009,1998,11,2011,2
Big Green Tractor,2009,1998,11,2006,3
Birthday Sex,2009,1998,11,2010,1
Black And Yellow,2011,2000,11,2007,4
Blame It,2009,1998,11,2008,1
Bottoms Up,2010,1999,11,2011,1
Boyfriend #2,2009,1998,11,2008,1
Break Up,2009,1998,11,2009,0
Chasing Pavements,2009,1998,11,2001,8
Circus,2008,1997,11,2008,0
CoCo,2015,2004,11,2014,1
Come In With The Rain,2009,1998,11,1980,29
Consider Me Gone,2009,1998,11,1980,29
Country Girl (Shake It For Me),2011,2000,11,2011,0
Cowboy Casanova,2009,1998,11,2000,9
Cowgirls Don't Cry,2009,1998,11,1986,23
Crazier,2009,1998,11,1980,29
Crying Out For Me,2008,1997,11,2008,0
Day 'N' Nite,2009,1998,11,2009,0
Dead And Gone,2009,1998,11,2009,0
Decode,2009,1998,11,1983,26
Defying Gravity,2009,1998,11,2010,1
Diva,2009,1998,11,2007,2
Do I,2009,1998,11,1980,29
Don't Trust Me,2009,1998,11,2009,0
Don't Trust Me,2009,1998,11,2009,0
Down,2009,1998,11,1996,13
Down The Road,2009,1998,11,1991,18
Ego,2009,1998,11,1980,29
Empire State Of Mind,2010,1999,11,2009,1
Evacuate The Dancefloor,2009,1998,11,1991,18
Fallin' For You,2009,1998,11,1980,29
Favorite Girl,2009,1998,11,1980,29
Feel That Fire,2009,1998,11,1980,29
Fifteen,2009,1998,11,2009,0
Fire Burning,2009,1998,11,2009,0
Forever & Always,2009,1998,11,1980,29
Forget You,2010,1999,11,2010,0
Funny The Way It Is,2009,1998,11,1987,22
Get Back,2008,1997,11,1980,28
Gettin' You Home (The Black Dress Song),2009,1998,11,2009,0
Gives You Hell,2009,1998,11,1980,29
God Love Her,2009,1998,11,1982,27
Good Girls Go Bad,2009,1998,11,1980,29
Good Time,2008,1997,11,2008,0
Goodbye,2009,1998,11,2010,1
Goodbye,2009,1998,11,2009,0
Got Your Back,2010,1999,11,2010,0
Gotta Be Somebody,2008,1997,11,1980,28
Gotta Find You,2008,1997,11,1980,28
Halo,2009,1998,11,2009,0
Halo/Walking On Sunshine,2009,1998,11,2009,0
He Could Be The One,2009,1998,11,1980,29
Heartless,2009,1998,11,1980,29
Heaven,2002,1991,11,1980,22
Her Diamonds,2009,1998,11,2007,2
Here,2008,1997,11,1980,28
Here Comes Goodbye,2009,1998,11,1980,29
Here We Go Again,2009,1998,11,2005,4
Hey Daddy (Daddy's Home),2010,1999,11,2010,0
Hey Soul Sister,2010,1999,11,2009,1
Hold Up My Heart,2009,1998,11,1980,29
Home Sweet Home,2009,1998,11,1980,29
Hot Revolver,2009,1998,11,1981,28
Hotel Room Service,2009,1998,11,2007,2
I Can Transform Ya,2009,1998,11,2009,0
I Cry,2012,2001,11,2012,0
I Do Not Hook Up,2009,1998,11,1980,29
I Don't Wanna Be In Love (Dance Floor Anthem),2008,1997,11,1997,11
I Got A Thang 4 Ya!,1993,2004,11,1980,13
I Hate This Part,2009,1998,11,1985,24
I Like It,2010,1999,11,2010,0
I Still Miss You,2008,1997,11,2008,0
I Told You So,2009,1998,11,2009,0
I Will Not Bow,2009,1998,11,1980,29
I'm Back,2010,1999,11,1994,16
I'm On One,2011,2000,11,2011,0
Ice Ice Baby,1990,2001,11,1980,10
If Today Was Your Last Day,2009,1998,11,1990,19
If U Seek Amy,2009,1998,11,1980,29
If We Ever Meet Again,2010,1999,11,1980,30
Into The Night,2008,1997,11,1980,28
It Won't Be Like This For Long,2009,1998,11,2009,0
It's My Life/Confessions Part II,2009,1998,11,1980,29
Jump Then Fall,2009,1998,11,2005,4
Just A Dream,2010,1999,11,2003,7
Knock You Down,2009,1998,11,2009,0
Lean On Me,2009,1998,11,1998,11
Life In A Northern Town,2008,1997,11,1988,20
Like You'll Never See Me Again,2008,1997,11,1980,28
Live Like We're Dying,2010,1999,11,2009,1
Look At Me Now,2011,2000,11,2011,0
Lost!,2009,1998,11,1980,29
Love Is A Beautiful Thing,2008,1997,11,2008,0
Love On Top,2011,2000,11,1980,31
Love Sex Magic,2009,1998,11,2009,0
Love Story,2009,1998,11,2013,4
Love Story,2009,1998,11,2013,4
Lovebug,2009,1998,11,1994,15
Man In The Mirror,2011,2000,11,2010,1
Marvin & Chardonnay,2011,2000,11,2011,0
Mistletoe,2011,2000,11,2011,0
Money To Blow,2010,1999,11,2009,1
My First Kiss,2010,1999,11,1980,30
My Life Would Suck Without You,2009,1998,11,2012,3
Nasty,2015,2004,11,2004,11
Never Say Never,2009,1998,11,1980,29
No Lie,2012,2001,11,2012,0
No Such Thing,2002,1991,11,1980,22
No Surprise,2009,1998,11,2009,0
Note To God,2009,1998,11,1980,29
Nude,2008,1997,11,1980,28
Obsessed,2009,1998,11,2009,0
One More Drink,2009,1998,11,2008,1
Out Last Night,2009,1998,11,1998,11
Over The Rainbow,2010,1999,11,2010,0
Pants On The Ground,2010,1999,11,1999,11
Paparazzi,2009,1998,11,2009,0
Papers,2009,1998,11,2006,3
Paranoid,2009,1998,11,2002,7
People Are Crazy,2009,1998,11,2009,0
Please Don't Leave Me,2009,1998,11,2009,0
Pop Champange,2009,1998,11,1998,11
Pray For You,2010,1999,11,2005,5
Pretty Good At Drinkin' Beer,2010,1999,11,2010,0
Prom Queen,2009,1998,11,2010,1
Pumped Up Kicks,2011,2000,11,2011,0
Racks,2011,2000,11,2011,0
Redneck Crazy,2013,2002,11,1980,33
Rehab,2009,1998,11,2009,0
Remember Me,2009,1998,11,2003,6
Rockin' That Thang,2009,1998,11,2005,4
Run This Town,2009,1998,11,2009,0
S&M,2011,2000,11,2011,0
Send It On,2009,1998,11,1980,29
Seventeen Forever,2009,1998,11,1980,29
Shattered (Turn The Car Around),2008,1997,11,2008,0
She Wouldn't Be Gone,2009,1998,11,2009,0
She's Country,2009,1998,11,2009,0
Singing In The Rain/Umbrella,2010,1999,11,2007,3
Small Town USA,2009,1998,11,2009,0
Sober,2009,1998,11,2013,4
Somebody To Love,2009,1998,11,2010,1
Sorry,2008,1997,11,1980,28
Spotlight,2008,1997,11,2008,0
Standing Still,2002,1991,11,1980,22
Stuck Like Glue,2010,1999,11,2011,1
Suffocate,2008,1997,11,2007,1
The Boomin' System,1990,2001,11,1990,0
The Christmas Song (Merry Christmas To You),2014,2003,11,1994,20
The Story Of Us,2010,1999,11,1992,18
There Goes My Baby,2010,1999,11,2010,0
This Afternoon,2010,1999,11,2010,0
Tic-Tac-Toe,1990,2001,11,1990,0
Time For Miracles,2009,1998,11,1980,29
Toes,2009,1998,11,2009,0
Turn My Swag On,2009,1998,11,2009,0
Turnin Me On,2009,1998,11,2009,0
Untouched,2009,1998,11,2008,1
Wanted,2009,1998,11,1980,29
Watching Airplanes,2008,1997,11,2009,1
Welcome To The Future,2009,1998,11,2003,6
What's My Name?,2010,1999,11,2011,1
Whatever It Is,2009,1998,11,2009,0
When I Look At You,2010,1999,11,1990,20
White Liar,2009,1998,11,2009,0
White Walls,2013,2002,11,2013,0
White Walls,2013,2002,11,2013,0
Wiggle It,1990,2001,11,1995,5
You Are The Music In Me,2007,1996,11,1980,27
You Lie,2011,2000,11,2011,0
Young Wild & Free,2011,2000,11,2011,0
(I've Had) The Time Of My Life,2010,1998,12,2010,0
2012 (It Ain't The End),2010,1998,12,1988,22
A Little More Country Than That,2010,1998,12,1980,30
A Year Without Rain,2010,1998,12,1990,20
According To You,2010,1998,12,1980,30
Ain't Back Yet,2010,1998,12,2003,7
Airplanes,2010,1998,12,1994,16
All About Tonight,2010,1998,12,2001,9
All I Do Is Win,2010,1998,12,2005,5
All The Right Moves,2010,1998,12,1980,30
All The Way Turnt Up,2010,1998,12,2013,3
Animal,2010,1998,12,1980,30
Anything Like Me,2010,1998,12,2005,5
As She's Walking Away,2010,1998,12,1991,19
Baby,2010,1998,12,1980,30
Back To December,2010,1998,12,1982,28
Bandz A Make Her Dance,2012,2000,12,2008,4
Beamer Benz Or Bentley,2010,1998,12,2005,5
Beautiful Day,2010,1998,12,2002,8
BedRock,2010,1998,12,2004,6
BedRock,2010,1998,12,2004,6
Better In Time,2008,1996,12,1980,28
Big Yellow Taxi,2003,1991,12,1980,23
Billionaire,2010,1998,12,2007,3
Billionaire,2010,1998,12,2007,3
Blah Blah Blah,2010,1998,12,2009,1
Booty Wurk (One Cheek At A Time),2011,1999,12,2004,7
Break Your Heart,2010,1998,12,2010,0
Breakeven,2010,1998,12,2010,0
Bulletproof,2010,1998,12,2010,0
California Gurls,2010,1998,12,2010,0
California King Bed,2011,1999,12,1980,31
Carry Out,2010,1998,12,2009,1
Christmas Lights,2010,1998,12,2012,2
Club Can't Handle Me,2010,1998,12,2010,0
Come Back Song,2010,1998,12,1999,11
Cooler Than Me,2010,1998,12,2010,0
Country Boy,2009,1997,12,1999,10
Crazy Kids,2013,2001,12,2013,0
DJ Got Us Fallin' In Love,2010,1998,12,1992,18
Deuces,2010,1998,12,2010,0
Do You Remember,2010,1998,12,2009,1
Dog Days Are Over,2010,1998,12,1983,27
Dog Days Are Over,2010,1998,12,1983,27
Don't Forget,2009,1997,12,1980,29
Don't Go Breaking My Heart,2010,1998,12,2010,0
Drop The World,2010,1998,12,2010,0
Dynamite,2010,1998,12,2010,0
Eenie Meenie,2010,1998,12,2012,2
Erase Me,2010,1998,12,2013,3
F**k You (Forget You),2011,1999,12,2010,1
Faithfully,2010,1998,12,2010,0
Fall For Your Type,2011,1999,12,2002,9
Farmer's Daughter,2010,1998,12,2004,6
Find Your Love,2010,1998,12,1980,30
Fireflies,2009,1997,12,2009,0
Firework,2010,1998,12,2012,2
Free,2010,1998,12,2001,9
Gettin' Over You,2010,1998,12,2008,2
Gimmie That Girl,2010,1998,12,2010,0
Give Me Everything,2011,1999,12,2011,0
Give Me Everything,2011,1999,12,2011,0
Gives You Hell,2010,1998,12,2010,0
Glitter In The Air,2010,1998,12,2001,9
Halfway Gone,2010,1998,12,2004,6
Hallelujah,2010,1998,12,2010,0
Hallelujah,2010,1998,12,2010,0
Happy,2009,1997,12,1980,29
Haven't Met You Yet,2010,1998,12,2004,6
Heartbreak Warfare,2010,1998,12,2009,1
Hello,2010,1998,12,2010,0
Hello,2011,1999,12,1980,31
Higher,2011,1999,12,2011,0
Highway 20 Ride,2010,1998,12,2002,8
Honey Bee,2011,1999,12,2005,6
I Dreamed A Dream,2010,1998,12,2001,9
I Invented Sex,2010,1998,12,2003,7
I Never Told You,2010,1998,12,1980,30
I Run To You,2009,1997,12,2006,3
I Want To Hold Your Hand,2010,1998,12,2008,2
I'm Alive,2009,1997,12,2009,0
If Heaven Wasn't So Far Away,2011,1999,12,2002,9
If It's Love,2010,1998,12,2002,8
If You Only Knew,2010,1998,12,2009,1
Imma Be,2010,1998,12,2009,1
Impossible,2010,1998,12,2002,8
Innocent,2010,1998,12,1980,30
Intuition,2003,1991,12,1980,23
It Girl,2011,1999,12,2011,0
It Kills Me,2010,1998,12,1980,30
Jessie's Girl,2010,1998,12,2013,3
Just The Way You Are,2010,1998,12,2010,0
Just The Way You Are,2010,1998,12,2010,0
King Of Anything,2010,1998,12,2004,6
Life After You,2010,1998,12,1980,30
Like My Mother Does,2011,1999,12,2000,11
Listen,2010,1998,12,1980,30
Live My Life,2012,2000,12,2011,1
Lolly,2013,2001,12,2013,0
Love The Way You Lie,2010,1998,12,2010,0
Lover Lover,2010,1998,12,1980,30
Lucky,2009,1997,12,1980,29
Mad World,2009,1997,12,1980,29
Marry Me,2011,1999,12,1980,31
Marry You,2010,1998,12,2010,0
Marvins Room,2011,1999,12,2011,0
Mean,2010,1998,12,2010,0
Memories,2010,1998,12,1980,30
Mine,2010,1998,12,2010,0
Misery,2010,1998,12,2010,0
My Hitta,2013,2001,12,2015,2
Naturally,2010,1998,12,1985,25
Need You Now,2010,1998,12,1980,30
Never Let You Go,2010,1998,12,2013,3
Never Say Never,2011,1999,12,1996,15
New Divide,2009,1997,12,2009,0
No Boundaries,2009,1997,12,2011,2
Not Afraid,2010,1998,12,2010,0
Not Myself Tonight,2010,1998,12,2006,4
Nothin' On You,2010,1998,12,2010,0
On To The Next One,2010,1998,12,2010,0
One Time,2010,1998,12,2009,1
Only Girl (In The World),2010,1998,12,1980,30
Only The Good Die Young,2010,1998,12,2005,5
Only You Can Love Me This Way,2009,1997,12,1980,29
Or Nah,2014,2002,12,2014,0
Over,2010,1998,12,2010,0
Permanent,2009,1997,12,1980,29
Please Don't Go,2010,1998,12,1980,30
Pontoon,2012,2000,12,2012,0
Pretty Girl Rock,2011,1999,12,2008,3
Radioactive,2010,1998,12,1985,25
Raise Your Glass,2010,1998,12,2010,0
Replay,2010,1998,12,2009,1
Ride,2010,1998,12,2010,0
Ridin' Solo,2010,1998,12,1980,30
River Deep Mountain High,2010,1998,12,1984,26
Rock That Body,2010,1998,12,2010,0
Rude Boy,2010,1998,12,2010,0
Rumour Has It/Someone Like You,2011,1999,12,1987,24
Russian Roulette,2009,1997,12,1980,29
Say Something,2010,1998,12,2010,0
Scream & Shout,2013,2001,12,2013,0
Second Chance,2009,1997,12,2009,0
Secrets,2010,1998,12,2010,0
Sexy Chick,2010,1998,12,1980,30
Skyscraper,2011,1999,12,1986,25
Smooth Criminal,2012,2000,12,1996,16
Somebody To Love,2010,1998,12,1980,30
Sparks Fly,2010,1998,12,2010,0
Speak Now,2010,1998,12,2010,0
Start Me Up/Livin' On A Prayer,2010,1998,12,2010,0
Stop! In The Name Of Love/Free Your Mind,2010,1998,12,2010,0
Stranded (Haiti Mon Amour),2010,1998,12,2011,1
Superman,2011,1999,12,2007,4
Superstar,2009,1997,12,1994,15
Sweet Caroline,2009,1997,12,2009,0
Sweet Thing,2009,1997,12,2012,3
Temporary Home,2010,1998,12,1980,30
The Man I Want To Be,2010,1998,12,1980,30
The Only Exception,2010,1998,12,2010,0
The Only Exception,2010,1998,12,2010,0
The Other Side Of The Door,2009,1997,12,1991,18
The Show Goes On,2011,1999,12,2011,0
The Time (Dirty Bit),2010,1998,12,2010,0
The Truth,2010,1998,12,1980,30
Today Was A Fairytale,2010,1998,12,2000,10
Tongue Tied,2012,2000,12,2000,12
Total Eclipse Of The Heart,2010,1998,12,2010,0
Touchin On My,2010,1998,12,1980,30
Toxic,2010,1998,12,2010,0
Try Sleeping With A Broken Heart,2010,1998,12,1980,30
Two Is Better Than One,2010,1998,12,1980,30
Two is Better Than One,2010,1998,12,1980,30
Type Of Way,2013,2001,12,2014,1
U Smile,2010,1998,12,1980,30
UP!,2012,2000,12,2012,0
UP!,2012,2000,12,2012,0
Un-Thinkable (I'm Ready),2010,1998,12,2010,0
Undo It,2010,1998,12,1980,30
Untouchable,2009,1997,12,1993,16
Va Va Voom,2012,2000,12,2012,0
Water,2010,1998,12,1998,12
Where It's At (Yep Yep),2014,2002,12,2009,5
Why Don't We Just Dance,2010,1998,12,2006,4
Why Wait,2010,1998,12,2010,0
Why Ya Wanna,2012,2000,12,2002,10
Wide Awake,2012,2000,12,2005,7
Yeah 3X,2011,1999,12,2007,4
You And Your Heart,2010,1998,12,1980,30
Young Wild & Free,2012,2000,12,2011,1
(It) Feels So Good,2011,1998,13,1989,22
5 O'Clock,2011,1998,13,2011,0
5-1-5-0,2012,1999,13,1992,20
6 Foot 7 Foot,2011,1998,13,2012,1
A Little Bit Stronger,2011,1998,13,1980,31
Alejandro,2010,1997,13,2001,9
All Of The Lights,2011,1998,13,2006,5
All Your Life,2011,1998,13,2007,4
Am I The Only One,2011,1998,13,2002,9
American Honey,2010,1997,13,1980,30
Angel Eyes,2012,1999,13,1980,32
Are You Gonna Kiss Me Or Not,2011,1998,13,1980,31
Aston Martin Music,2011,1998,13,2011,0
Baby,2011,1998,13,2010,1
Backseat,2011,1998,13,2011,0
Baggage Claim,2011,1998,13,2011,0
Bailando,2014,2001,13,2004,10
Barefoot Blue Jean Night,2011,1998,13,2010,1
Beautiful People,2011,1998,13,1980,31
Best Love Song,2011,1998,13,2012,1
Best Thing I Never Had,2011,1998,13,2014,3
Better With The Lights Off,2011,1998,13,2008,3
Bills Bills Bills,2011,1998,13,2005,6
Birthday Song,2012,1999,13,2008,4
Blow,2011,1998,13,1990,21
Bo$$,2014,2001,13,2010,4
Born This Way,2011,1998,13,1980,31
Bow Chicka Wow Wow,2011,1998,13,2011,0
Call Me Maybe,2012,1999,13,1980,32
Clique,2012,1999,13,2012,0
Colder Weather,2011,1998,13,2011,0
Coming Home,2011,1998,13,2010,1
Country Must Be Country Wide,2011,1998,13,2013,2
Crawling Back To You,2011,1998,13,1980,31
Crazy Girl,2011,1998,13,2003,8
Dirt Road Anthem,2011,1998,13,2011,0
Dirty Dancer,2011,1998,13,1993,18
Don't You Wanna Stay,2011,1998,13,1980,31
Don't You Want Me,2011,1998,13,2010,1
Down On Me,2011,1998,13,2011,0
Dream On,2010,1997,13,1980,30
Easy,2011,1998,13,2011,0
Every Teardrop Is A Waterfall,2011,1998,13,2011,0
F**kin Problems,2012,1999,13,2012,0
F**kin' Perfect,2011,1998,13,2011,0
F**kin' Perfect,2011,1998,13,2011,0
Feel Like A Rock Star,2012,1999,13,1980,32
Finally Found You,2012,1999,13,2013,1
Firework,2011,1998,13,2010,1
For The First Time,2011,1998,13,1982,29
Freak The Freak Out,2011,1998,13,2010,1
Get It Right,2011,1998,13,2010,1
Go Your Own Way,2011,1998,13,2010,1
Good Girl,2012,1999,13,1980,32
Good Life,2011,1998,13,2011,0
Hair,2011,1998,13,1983,28
Hall Of Fame,2013,2000,13,2012,1
Happy Days Are Here Again/Get Happy,2010,1997,13,2010,0
Headlines,2011,1998,13,2011,0
Here For A Good Time,2011,1998,13,2003,8
Hey Baby (Drop IT To The Floor),2011,1998,13,2007,4
Hey Baby (Drop It To The Floor),2011,1998,13,2007,4
Hold It Against Me,2011,1998,13,1980,31
Hold My Hand,2011,1998,13,2008,3
How Country Feels,2013,2000,13,2013,0
How To Love,2011,1998,13,2011,0
Hy Hitta,2014,2001,13,2013,1
I Can Only Imagine,2012,1999,13,2012,0
I Do,2011,1998,13,1980,31
I Don't Wanna Know,2004,1991,13,1980,24
I Don't Want This Night To End,2011,1998,13,2011,0
I Feel Pretty/Unpretty,2011,1998,13,2010,1
I Just Had Sex,2011,1998,13,2010,1
I Love You This Big,2011,1998,13,2011,0
I Need A Doctor,2011,1998,13,2011,0
I Will Wait,2013,2000,13,2003,10
I Won't Let Go,2011,1998,13,1980,31
I'm Into You,2011,1998,13,2015,4
If I Die Young,2011,1998,13,2010,1
If This Was A Movie,2011,1998,13,2002,9
In The Dark,2011,1998,13,2011,0
International Love,2012,1999,13,2011,1
Inventing Shadows,2011,1998,13,1992,19
It Will Rain,2011,1998,13,1993,18
Jar Of Hearts,2011,1998,13,1980,31
Jar Of Hearts,2011,1998,13,2010,1
Just A Kiss,2011,1998,13,1980,31
Keep Me In Mind,2011,1998,13,1980,31
Knee Deep,2011,1998,13,1999,12
Landslide,2011,1998,13,2002,9
Last Friday Night (T.G.I.F.),2011,1998,13,1990,21
Lean On Me,2010,1997,13,2005,5
Let Me Down Easy,2011,1998,13,1980,31
Lily Was Here,1991,2004,13,1980,11
Little Lion Man,2011,1998,13,2010,1
Long Hot Summer,2011,1998,13,2012,1
Loser Like Me,2011,1998,13,1980,31
Loyal,2014,2001,13,2010,4
Loyal,2014,2001,13,2010,4
Loyal,2014,2001,13,2010,4
Lucky,2010,1997,13,2010,0
Mirror,2011,1998,13,2011,0
Monster,2011,1998,13,2015,4
More,2011,1998,13,2011,0
Moves Like Jagger,2011,1998,13,2011,0
Mr. Know It All,2011,1998,13,1980,31
My Homies Still,2012,1999,13,2012,0
My Life,2012,1999,13,2010,2
Nasty Freestyle,2015,2002,13,2015,0
Next To Me,2013,2000,13,1987,26
Next To You,2011,1998,13,1980,31
Old Alabama,2011,1998,13,2011,0
On The Floor,2011,1998,13,2011,0
Ours,2011,1998,13,2011,0
Out Of My Head,2011,1998,13,2002,9
Poetic Justice,2013,2000,13,2013,0
Power Of Love/Love Power,1991,2004,13,1980,11
Pretty Girls,2011,1998,13,2011,0
Price Tag,2011,1998,13,2011,0
Price Tag,2011,1998,13,2011,0
Remind Me,2011,1998,13,2011,0
Rhythm Of Love,2011,1998,13,2011,0
Right There,2011,1998,13,1998,13
Rolling In The Deep,2011,1998,13,2011,0
Rolling In The Deep,2011,1998,13,2010,1
Round & Round,2010,1997,13,2010,0
Rumour Has It,2012,1999,13,1987,25
Run The World (Girls),2011,1998,13,2011,0
Scream,2012,1999,13,1987,25
Scream & Shout,2012,1999,13,2012,0
September,2010,1997,13,1980,30
She Ain't You,2011,1998,13,1980,31
She Will,2011,1998,13,2011,0
Silly Love Songs,2011,1998,13,2010,1
Sing,2011,1998,13,2010,1
Smile,2010,1997,13,2005,5
Some Nights,2012,1999,13,2012,0
Someone Like You,2011,1998,13,1980,31
Somethin' Bad,2014,2001,13,2014,0
Somewhere With You,2011,1998,13,1980,31
Southern Girl,2013,2000,13,2013,0
Started From The Bottom,2013,2000,13,1980,33
Stereo Hearts,2011,1998,13,2011,0
