SONG,YEAR,VERBS,CONJUNCTION,ADJECTIVE,PRONOUN,NUMBER,NOUN,TO,PREPOSITION,ADVERB,INTERJECTION,OTHER,FOREIGN,INTERROGATIVE,SIMPLE NARC,COMPLEX NARC,,,
All My Life,1998,71,11,7,100,1,66,5,55,35,0,41,0,6,28,16.52,,,
All My Life,1983,35,5,4,42,0,42,3,25,19,0,21,0,1,27,20.57142857,,,
All My Life,1990,34,6,2,43,2,42,2,23,24,1,25,0,1,16,10.04651163,,,
All My Love,1998,123,8,30,112,4,120,37,63,54,0,68,0,8,29,16.83035714,,,
All Night Long,1999,78,4,20,57,1,121,2,42,37,1,61,0,6,-3,-4.894736842,,,
All Night Long,1980,15,6,4,10,0,28,1,7,17,0,23,0,0,-4,-6.4,,,
All Night Long (All Night),1983,55,9,7,20,0,97,3,30,57,0,46,2,1,0,0,,,
All Night Thing,1980,42,2,11,18,1,82,2,27,6,2,61,0,0,2,0.444444444,,,
All Of Me,2014,52,18,18,88,0,55,7,44,12,0,39,0,8,32,20,,,
All Of The Lights,2011,111,7,18,88,0,183,20,51,26,2,100,0,4,6,2.863636364,,,
All Of You,1984,54,11,11,62,0,52,7,43,20,0,45,0,3,5,2.258064516,,,
All Or Nothing,1990,70,18,30,66,1,91,9,39,29,6,39,0,3,9,3.136363636,,,
All Or Nothing,2001,80,19,11,72,0,59,9,46,38,0,46,0,12,5,1.805555556,,,
All Our Tomorrows,1982,33,7,15,23,0,33,1,14,10,0,27,0,5,-7,-9.739130435,,,
All Out Of Love,1980,83,5,37,71,0,24,4,66,37,1,29,0,14,5,2.112676056,,,
All Over The World,1980,36,3,2,11,0,85,1,22,14,0,48,0,4,0,0,,,
All Right,1983,92,7,22,69,2,35,2,20,32,0,78,0,6,0,0,,,
All She Wants Is,1989,76,0,2,41,0,23,4,14,9,0,38,0,9,0,0,,,
All She Wants To Do Is Dance,1985,101,18,7,36,1,49,24,22,16,0,47,0,2,-2,-3.722222222,,,
All Star,1999,109,19,23,40,0,96,10,30,41,0,62,0,2,2,0.75,,,
All Summer Long,2008,69,14,24,29,2,107,10,32,28,0,47,0,5,-10,-14.48275862,,,
All Summer Long,2008,69,14,24,29,2,107,10,32,28,0,47,0,5,-10,-14.48275862,,,
All Summer Long,2008,69,14,24,29,2,107,10,32,28,0,47,0,5,-10,-14.48275862,,,
All That Glitters Isn't Gold,1990,39,3,21,39,0,64,7,31,28,0,38,0,5,0,0,,,
All That I Can Say,1999,152,4,11,86,0,79,3,37,30,0,60,0,2,3,0.558139535,,,
All That Matters,2013,30,3,16,42,1,52,7,39,16,1,29,0,5,16,8,,,
All That She Wants,1993,53,5,4,25,0,56,3,28,8,0,48,0,4,0,0,,,
All The Above,2009,107,21,25,86,3,122,15,46,26,0,87,0,17,25,13.95348837,,,
All The Love In The World,1986,40,5,7,25,1,58,2,24,30,0,60,0,3,6,3.12,,,
All The Man That I Need,1991,46,10,9,39,0,31,4,22,15,0,33,0,2,12,3.692307692,,,
All The Places (I Will Kiss You),1998,129,5,17,124,1,124,9,49,36,0,101,1,6,55,38.14516129,,,
All The Right Moves,2010,100,16,34,49,0,76,1,41,27,0,75,0,11,-5,-7.142857143,,,
All The Small Things,2000,32,0,5,26,1,34,2,5,22,0,19,0,0,7,1.884615385,,,
All The Things (Your Man Won't Do),1996,101,4,18,93,5,113,12,55,32,0,85,0,9,2,1.053763441,,,
All The Things She Said,1986,82,5,7,57,0,54,8,27,27,0,48,0,7,6,2.526315789,,,
All The Things She Said,2003,90,8,14,102,0,112,3,38,35,0,98,0,6,31,12.15686275,,,
All The Way Turnt Up,2010,82,13,11,70,1,175,8,89,25,0,151,0,5,8,4,,,
All This Love,1983,88,22,7,88,0,63,9,36,20,0,58,0,3,23,13.06818182,,,
All This Time,1991,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
All This Time,1989,36,9,3,12,1,40,2,17,17,3,44,0,4,1,0.333333333,,,
All Those Lies,1983,45,4,24,46,1,49,8,24,12,0,58,0,7,10,4.565217391,,,
All Those Years Ago,1981,33,6,13,26,2,38,5,28,13,0,49,0,7,-4,-5.846153846,,,
All Through The Night,1984,53,9,7,30,0,46,0,29,21,2,48,0,2,-2,-2.866666667,,,
All Time High,1983,39,7,11,14,3,31,3,21,18,0,33,0,2,1,0.5,,,
All True Man,1991,83,11,41,57,0,86,17,32,38,0,60,0,6,4,1.964912281,,,
All You Wanted,2002,67,7,12,61,0,37,4,25,32,7,32,0,11,1,0.475409836,,,
All Your Life,2011,35,4,11,39,1,47,10,11,11,2,38,0,0,5,1.666666667,,,
All-American Girl,2008,47,13,33,35,2,56,7,20,9,0,23,0,4,1,0.285714286,,,
Allentown,1983,39,14,11,18,0,44,5,27,23,0,28,0,1,-9,-12,,,
Allergies,1983,33,8,5,25,0,50,6,13,12,0,20,0,3,9,4.32,,,
Almost,2005,70,16,6,71,4,39,10,15,43,0,37,0,4,8,2.929577465,,,
Almost Doesn't Count,1999,51,6,24,33,2,54,2,31,36,6,25,0,4,6,3.272727273,,,
Almost Hear You Sigh,1990,47,5,14,46,0,30,3,18,13,0,31,0,3,4,1.652173913,,,
Almost Over You,1984,35,5,6,23,1,18,3,14,18,0,17,0,3,3,1.304347826,,,
Almost Paradise,1984,26,2,9,23,0,29,2,16,16,1,16,0,2,0,0,,,
Alone,1997,67,29,11,50,0,88,6,53,49,0,63,0,2,4,0.8,,,
Alone,1987,43,7,7,42,0,18,4,13,26,2,9,0,9,6,2.571428571,,,
Alone With You,2012,38,5,4,40,1,22,2,11,5,0,12,0,4,11,5.225,,,
Along Comes A Woman,1985,44,7,22,19,0,53,11,24,48,0,40,0,4,0,0,,,
Alphabet St.,1988,70,6,28,65,1,132,12,49,22,0,34,0,6,2,0.892307692,,,
Already Gone,2009,104,8,6,61,0,29,15,17,49,0,30,0,5,-7,-10.32786885,,,
Already Gone,2008,73,12,17,51,1,56,9,32,19,0,30,0,4,3,1.176470588,,,
Alright,2009,42,15,6,55,1,61,2,45,40,3,38,0,1,17,5.872727273,,,
Alright,1990,38,7,17,53,1,64,5,43,37,0,19,0,1,28,18.49056604,,,
Alright,1993,93,26,23,66,2,111,20,40,47,0,60,0,15,6,2.545454545,,,
Alright,1993,93,26,23,66,2,111,20,40,47,0,60,0,15,6,2.545454545,,,
Always,1987,46,16,10,48,3,29,3,25,27,0,32,0,3,1,0.583333333,,,
Always,1994,60,14,5,51,1,48,10,26,31,0,33,0,7,5,2.549019608,,,
Always,1994,66,18,14,39,0,33,3,40,7,9,18,0,3,2,1.025641026,,,
Always And Forever,1990,35,10,14,29,0,33,6,14,25,0,20,0,1,12,8.275862069,,,
Always Be My Baby,1996,144,20,15,64,1,112,3,35,59,2,52,0,3,21,13.453125,,,
Always In My Heart,1994,115,2,26,103,0,81,12,72,67,16,69,0,16,18,7.339805825,,,
Always On My Mind,1988,51,4,16,63,2,30,2,22,37,0,11,0,0,15,5.476190476,,,
Always On My Mind,1982,37,4,12,41,1,21,1,14,23,0,8,0,0,12,5.56097561,,,
Always On Time,2002,53,19,12,51,0,48,0,14,74,0,2,0,16,13,5.862745098,,,
Always On Your Side,2006,79,18,12,44,0,30,19,24,38,0,27,0,14,3,1.295454545,,,
Always Something There To Remind Me,1983,51,7,6,39,0,24,19,10,35,0,21,0,11,11,7.051282051,,,
Always The Last To Know,1992,60,11,40,36,0,32,21,28,19,0,33,0,8,3,1.583333333,,,
Am I Dreaming,1998,51,8,10,47,2,35,8,22,22,5,21,0,0,15,8.29787234,,,
Am I The Only One,2011,45,12,14,19,0,46,11,33,19,1,29,1,5,8,3.789473684,,,
Am I The Same Girl,1992,72,13,23,70,13,42,6,21,22,7,44,0,9,3,1.2,,,
Am I Wrong,2014,105,7,8,61,0,56,9,53,30,0,34,0,18,-3,-5.31147541,,,
Amanda,1986,71,12,6,59,0,43,6,19,27,0,24,0,1,3,1.322033898,,,
Amazed,2000,44,5,14,61,0,47,1,34,14,0,24,0,6,12,7.081967213,,,
Amazing,1994,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
America,1981,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
America,1985,25,4,18,11,0,83,1,15,6,2,21,0,1,0,0,,,
American Baby,2005,53,6,17,38,2,54,4,13,11,0,12,0,2,2,1.105263158,,,
American Boy,2008,68,5,24,60,3,110,25,29,26,0,40,0,3,23,14.95,,,
American Child,2002,26,5,20,14,4,48,0,22,10,0,25,0,1,4,1.142857143,,,
American Heartbeat,1982,16,7,11,7,0,107,0,25,6,0,42,0,0,-3,-4.285714286,,,
American Honey,2010,28,7,25,14,0,67,6,25,13,0,29,0,1,3,0.857142857,,,
American Kids,2014,25,4,12,14,1,76,3,22,6,0,24,0,1,1,0.357142857,,,
American Life,2003,87,25,29,57,4,106,8,23,17,0,62,0,2,11,3.280701754,,,
American Music,1982,32,3,11,22,0,43,1,27,12,2,27,0,5,2,0.636363636,,,
American Pie,2000,77,27,23,45,1,94,6,35,16,0,57,0,4,6,1.6,,,
American Ride,2009,37,1,29,8,2,96,12,16,8,3,43,0,5,0,0,,,
American Soldier,2004,37,10,17,35,0,68,6,40,24,0,44,0,5,9,3.342857143,,,
American Storm,1986,50,12,26,41,0,57,5,26,32,0,38,0,4,-1,-1.682926829,,,
American Woman,1999,74,1,33,44,0,62,5,16,16,0,14,0,5,11,4.5,,,
Amnesia,2014,68,7,26,65,0,35,7,36,32,0,41,0,9,3,1.476923077,,,
An American Dream,1980,37,6,11,28,0,86,6,14,9,0,39,0,3,-4,-6.857142857,,,
An Innocent Man,1984,79,9,22,50,0,60,11,47,34,6,63,0,3,1,0.36,,,
Anaconda,2014,107,12,27,129,0,173,6,76,39,6,47,0,5,32,10.66666667,,,
And I'm Telling You I'm Not Going,1982,53,13,22,39,0,61,1,25,36,0,37,0,2,6,2.923076923,,,
And Our Feelings,1994,64,13,3,48,0,65,5,35,66,0,20,0,12,-28,-34.41666667,,,
And So It Goes,1990,36,17,9,29,1,25,6,20,12,0,29,0,3,5,2.24137931,,,
And The Beat Goes On,1980,33,10,13,13,0,36,3,28,19,0,21,0,1,6,3.230769231,,,
And We Danced,1985,75,40,7,38,0,50,5,36,11,0,31,0,3,-15,-21.71052632,,,
Angel,1988,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Angel,2003,75,11,4,72,1,90,14,39,12,3,56,0,2,40,27.77777778,,,
Angel,1993,45,8,3,27,0,36,9,15,11,3,20,0,0,9,6,,,
Angel,1985,34,7,5,50,0,59,1,45,9,0,49,0,3,2,0.76,,,
Angel,1999,32,7,19,22,1,49,3,33,17,2,40,0,2,4,2.181818182,,,
Angel,2001,63,10,30,84,2,121,8,52,27,0,30,0,13,43,31.73809524,,,
Angel Baby,1992,30,3,6,45,1,38,2,26,13,0,12,0,2,3,1.2,,,
Angel Eyes,2012,23,2,27,21,0,94,1,46,12,1,48,0,2,2,0.285714286,,,
Angel Eyes,1989,46,3,8,41,3,45,6,21,25,0,19,0,10,9,3.512195122,,,
Angel In Blue,1982,36,8,13,30,0,46,1,31,16,0,20,0,1,2,0.4,,,
Angel Of Harlem,1989,24,5,10,15,1,96,4,28,5,0,30,0,1,2,0.933333333,,,
Angel Of Mine,1999,65,0,18,66,0,74,3,57,23,1,22,0,11,15,9.090909091,,,
Angel Of The Morning,1981,39,2,7,32,0,52,6,24,29,0,21,0,2,16,11,,,
Angel Say No,1980,56,4,12,42,1,39,2,8,20,41,20,0,3,1,0.333333333,,,
Angelia,1989,48,3,6,42,1,31,16,13,10,0,20,0,11,6,3,,,
Angry All The Time,2001,80,9,17,43,3,47,11,38,22,0,44,0,13,0,0,,,
Animal,1987,56,31,16,61,0,63,2,20,6,6,28,0,0,4,0.393442623,,,
Animal,2010,73,6,17,54,0,31,7,31,35,12,33,0,13,-2,-2.777777778,,,
Animal Instinct,1985,45,0,22,29,0,73,5,21,16,10,56,0,0,5,1.724137931,,,
Animals,2014,58,7,9,55,0,56,4,37,23,0,51,0,7,7,3.945454545,,,
Animals,2014,0,0,2,0,0,2,0,2,0,0,2,0,0,0,NaN,,,
Anniversary,1993,60,12,12,65,0,71,5,31,7,0,19,0,8,-13,-16.6,,,
Anonymous,2007,178,5,12,155,5,130,5,49,31,1,41,0,30,12,3.716129032,,,
Another Brick In The Wall,1980,6,1,0,4,0,13,0,9,5,0,12,0,2,0,0,,,
Another Day In Paradise,1990,40,15,4,54,0,47,5,47,45,3,43,0,0,13,6.981481481,,,
Another Dumb Blonde,2000,66,11,19,72,0,43,11,44,44,2,36,0,2,14,7.388888889,,,
Another Lover,1988,20,4,11,21,4,36,2,14,18,0,25,1,1,-4,-5.523809524,,,
Another Night,1986,69,7,12,69,0,59,5,31,29,6,48,0,3,9,2.47826087,,,
Another Night,1994,64,9,22,60,0,92,15,64,39,0,56,0,9,7,3.616666667,,,
Another One Bites The Dust,1980,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Another Part Of Me,1988,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Another Sad Love Song,1993,51,12,13,35,2,70,2,33,32,0,37,0,0,11,5.657142857,,,
Another Sleepless Night,1982,24,7,13,19,0,30,2,22,28,3,26,0,0,-1,-1.368421053,,,
Answering Machine,1980,70,15,10,59,4,55,14,38,14,0,44,0,1,8,2.576271186,,,
Antidote,2015,80,4,16,54,6,158,2,78,21,0,84,0,5,-2,-2.703703704,,,
Any Day Now,1982,32,1,11,26,0,33,4,12,20,0,37,0,2,8,4.923076923,,,
Any Love,1988,62,15,18,39,0,86,16,28,12,1,59,0,4,19,9.743589744,,,
Any Man Of Mine/ Whose Bed Have Your Boots Been Under,1995,65,9,19,54,2,109,2,30,24,0,48,0,13,12,3.555555556,,,
Any Time, Any Place/And On And On,1994,56,5,5,43,0,49,1,29,17,1,34,0,6,3,1.046511628,,
Any Way You Want It,1980,54,0,7,57,0,32,4,15,12,1,35,0,1,-2,-3.157894737,,,
Anyone Can See,1982,32,2,2,29,0,23,7,9,13,2,19,0,4,4,2.206896552,,,
Anyone Else,1999,47,18,24,30,0,74,5,26,28,0,25,0,5,-1,-1.5,,,
Anything,1996,122,6,9,113,0,85,5,46,39,0,59,0,7,5,2.610619469,,,
Anything,2002,71,10,9,64,1,80,14,28,20,7,59,0,1,14,6.125,,,
Anything,1994,49,1,0,47,0,27,10,16,11,0,19,0,0,3,1.595744681,,,
Anything At All,1992,33,7,8,27,0,22,5,17,7,1,9,0,2,9,5.333333333,,,
Anything But Down,1999,49,16,11,57,0,34,2,24,22,1,15,0,6,10,5.438596491,,,
Anything But Mine,2005,41,17,7,44,0,62,9,34,28,0,35,0,4,5,1.818181818,,,
Anything Could Happen,2012,100,8,0,62,2,58,14,21,11,1,44,0,1,-12,-19.16129032,,,
Anything For You,1988,60,19,5,56,2,34,7,31,25,0,15,0,2,4,2.071428571,,,
Anything I Want,1990,76,6,5,73,0,51,6,37,9,0,34,0,6,12,4.438356164,,,
Anything Is Possible,1991,61,2,30,67,0,66,11,24,18,0,22,0,5,11,3.28358209,,,
Anything Like Me,2010,70,14,12,42,0,84,7,44,22,0,37,0,2,12,4.285714286,,,
Anytime You Need A Friend,1994,43,5,5,32,0,28,3,19,45,0,18,0,1,3,1.5,,,
Anyway,2007,39,8,9,39,1,21,2,11,28,0,23,0,3,0,0,,,
Anywhere,1999,13,2,4,21,0,24,0,18,7,0,11,0,3,4,1.904761905,,,
Anywhere With You,2013,31,2,10,17,1,43,2,22,21,1,26,0,3,2,0.823529412,,,
Apologize,2007,40,9,19,31,2,24,8,16,29,0,14,0,2,7,3.612903226,,,
Applause,2013,43,2,12,34,1,53,3,25,13,0,22,0,0,4,1.058823529,,,
Arc Of A Diver,1981,59,18,17,54,0,101,14,36,10,0,37,0,2,12,5.333333333,,,
Are U Still Down,1998,97,7,16,89,1,121,9,61,65,0,68,0,9,11,4.449438202,,,
Are We Ourselves?,1984,47,0,2,20,0,32,3,6,18,0,14,0,1,-13,-16.25,,,
Are You Gonna Be My Girl,2004,67,7,18,63,11,36,3,24,21,7,13,0,1,12,6.857142857,,,
Are You Gonna Kiss Me Or Not,2011,76,23,13,62,2,44,7,26,21,1,37,0,7,5,2.580645161,,,
Are You Happy Now?,2003,54,14,15,56,0,37,5,19,20,5,28,0,1,13,7.892857143,,,
Are You Jimmy Ray?,1998,150,2,23,59,0,101,42,19,12,0,23,0,22,5,1.694915254,,,
Are You Sure,1988,59,7,30,30,1,49,6,18,24,0,41,0,2,4,2,,,
Are You That Somebody?,1998,122,9,33,116,1,123,3,60,61,1,52,0,3,32,16,,,
Area Codes,2001,64,17,65,45,6,171,4,46,19,0,51,0,5,8,3.555555556,,,
Armageddon It,1989,116,13,27,108,1,82,7,66,33,3,46,0,4,5,1.990740741,,,
Around The Way Girl,1991,134,12,36,103,9,136,13,82,35,2,98,0,5,22,8.54368932,,,
Around The World (La La La La La),2001,38,8,6,24,0,248,7,21,27,0,27,40,3,4,0.833333333,,,
Arthur's Theme,1981,42,12,14,35,1,47,2,33,13,0,27,0,4,0,0,,,
As Good As I Once Was,2005,57,11,32,56,1,66,2,40,48,1,39,0,6,9,2.732142857,,,
As I Lay Me Down,1995,65,11,13,58,0,50,8,34,41,3,59,0,7,15,6.465517241,,,
As Long As You Follow,1989,56,7,2,41,0,27,2,29,48,0,15,0,1,2,0.926829268,,,
As Long As You Love Me,2012,94,9,12,97,2,73,5,50,55,3,41,0,2,13,8.041237113,,,
As She's Walking Away,2010,72,4,5,31,1,61,12,23,12,0,25,0,6,7,2.483870968,,,
As We Lay,1987,45,3,7,40,3,58,10,30,24,3,36,0,1,-12,-18.3,,,
Ascension (Don't Ever Wonder),1996,55,7,17,36,0,28,0,20,53,0,22,0,3,8,4.444444444,,,
Ashes By Now,2001,37,1,10,29,0,43,5,36,36,0,25,0,4,10,4.137931034,,,
Ashes By Now,1980,31,2,16,23,0,29,6,22,22,0,20,0,5,5,1.956521739,,,
Ask Of You,1995,91,10,21,101,0,86,6,49,76,0,69,0,2,13,5.534653465,,,
Ass Back Home,2012,110,16,17,83,4,85,10,40,36,1,36,0,22,-1,-1.542168675,,,
Ass Back Home,2012,110,16,17,83,4,85,10,40,36,1,36,0,22,-1,-1.542168675,,,
Aston Martin Music,2011,73,12,11,66,0,136,12,48,35,0,64,0,13,9,4.090909091,,,
At The Beginning,1998,57,4,6,27,0,41,7,23,21,0,27,0,6,-1,-1.555555556,,,
At This Moment,1987,46,7,0,49,1,20,3,22,21,0,21,0,7,10,4.693877551,,,
At Your Best (You Are Love),1994,77,4,13,57,0,36,10,27,13,0,24,0,17,23,14.52631579,,,
Athena,1982,67,12,14,54,3,82,3,31,35,0,47,0,6,8,1.777777778,,,
Atlanta Lady,1981,24,5,9,52,4,54,0,29,23,2,19,0,4,17,11.11538462,,,
Atomic,1980,8,0,13,9,0,9,0,9,13,1,0,0,0,3,1,,,
Auld Lang Syne,2000,429,70,191,137,52,982,55,333,90,0,373,0,27,2,0.510948905,,,
Austin,2001,57,14,5,47,3,60,9,25,23,0,34,0,9,2,0.340425532,,,
Automatic,2014,38,2,8,20,3,60,9,25,13,0,32,0,3,-2,-3.4,,,
Automatic,1984,37,5,7,28,0,43,9,27,6,0,24,0,3,12,6.428571429,,,
Automatic Man,1983,31,0,33,16,18,75,6,25,3,0,53,0,1,1,0.0625,,,
Ava Adore,1998,38,4,7,42,1,30,6,28,31,0,18,0,0,9,4.714285714,,,
Avenues,1997,86,15,23,54,3,201,8,80,27,4,63,0,6,-9,-14.16666667,,,
Avenues,1997,86,15,23,54,3,201,8,80,27,4,63,0,6,-9,-14.16666667,,,
Aw Naw,2013,59,6,13,33,3,52,10,22,32,4,28,0,4,0,0,,,
Award Tour,1994,90,20,29,55,3,149,13,65,28,0,76,0,7,10,5.818181818,,,
Awful, Beautiful Life,2005,47,11,26,40,0,71,5,29,19,0,37,0,3,5,1.375,,
Axel F,2005,85,0,53,3,0,81,0,6,0,0,17,0,4,1,0.333333333,,,
Axel F,1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,,,
Ayo,2015,78,7,15,70,5,119,1,62,31,0,39,0,2,6,2.057142857,,,
Ayo Technology,2007,167,3,38,188,2,125,27,74,33,4,57,0,12,22,7.606382979,,,
B**** Better Have My Money,2015,74,2,15,67,0,116,1,34,40,0,27,0,10,43,32.08955224,,,
B.B.D. (I Thought It Was Me)?,1990,125,6,36,105,0,154,13,50,25,1,85,0,4,9,1.628571429,,,
B.Y.O.B.,2005,74,3,31,26,0,91,7,25,26,0,51,0,22,-7,-10.5,,,
Babe,1980,59,7,6,47,0,33,4,20,9,0,18,0,4,7,2.978723404,,,
Baby,2002,82,9,16,96,1,154,8,22,24,1,51,0,15,24,11.25,,,
Baby,1995,43,8,11,34,0,106,11,22,15,109,42,0,4,2,0.823529412,,,
Baby,2011,74,16,17,65,0,121,1,51,31,0,38,0,4,12,4.8,,,
Baby,2010,82,16,13,65,0,104,1,40,31,13,35,0,5,12,4.8,,,
Baby Baby,1991,22,8,17,33,0,81,2,35,24,2,24,0,1,7,3.818181818,,,
Baby Boy,2003,77,10,27,75,0,121,3,43,25,7,33,0,9,17,9.52,,,
Baby By Me,2009,179,4,26,121,1,177,9,72,49,1,82,0,12,12,5.05785124,,,
Baby Can I Hold You,1988,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Baby Come And Get It,1985,78,25,13,65,1,37,3,19,29,0,31,0,2,7,2.046153846,,,
Baby Don't Forget My Number,1989,36,3,12,27,0,43,2,12,13,1,14,0,1,5,2.962962963,,,
Baby Don't Go,2007,153,17,33,129,0,142,14,82,85,0,63,0,31,14,6.511627907,,,
Baby Don't Lie,2014,81,8,9,46,0,72,0,34,26,0,36,0,9,4,2.173913043,,,
Baby Girl,2005,64,8,32,47,2,99,9,51,41,2,39,0,4,1,0.404255319,,,
Baby Got Back,1992,143,32,40,95,1,170,15,64,45,1,68,0,5,9,2.178947368,,,
Baby Hold On To Me,1992,102,9,22,81,8,103,29,41,21,0,59,0,15,24,14.22222222,,,
Baby I,2013,39,4,7,37,0,38,3,14,19,2,14,0,8,5,1.756756757,,,
Baby I Lied,1984,56,6,3,48,0,25,0,21,8,0,19,0,2,0,0,,,
Baby I Love Your Way,1994,68,12,9,69,0,74,2,27,15,14,23,2,8,1,0.188405797,,,
Baby I'm Back,2005,134,12,18,101,0,80,19,45,69,0,41,0,16,27,10.69306931,,,
Baby I'm Yours,1993,45,7,15,55,1,84,2,42,8,2,18,0,0,17,8.345454545,,,
Baby It's You,2004,70,5,11,70,0,47,9,24,28,0,17,0,16,4,1.542857143,,,
Baby Jane,1983,69,10,25,60,3,41,5,16,35,0,15,0,15,12,4.2,,,
Baby Love,1986,34,2,8,26,0,59,7,16,16,0,14,0,10,1,0.615384615,,,
Baby Makes Her Blue Jeans Talk,1982,43,10,20,43,0,78,0,14,10,0,17,0,4,0,0,,,
Baby Step Back,1982,53,24,11,20,1,53,3,11,42,0,30,0,2,5,1.5,,,
Baby Talks Dirty,1980,50,5,22,60,0,31,13,5,24,27,14,1,3,8,1.333333333,,,
Baby, Come Over (This Is Our Night),2001,69,10,13,57,0,57,7,45,48,0,45,0,2,7,2.701754386,,
Baby, Come To Me,1983,68,7,11,49,0,40,20,28,19,3,26,0,6,13,7.428571429,,
Baby, I Love Your Way/Freebird Medley,1988,53,14,5,56,0,89,1,26,26,4,26,0,1,3,0.803571429,,
Baby, It's Tonight,1990,35,5,9,20,2,27,7,16,19,0,21,0,2,5,2.25,,
Baby-Baby-Baby,1992,61,19,21,65,0,60,14,44,29,6,36,0,0,17,8.369230769,,,
Back & Forth,1994,217,70,7,159,0,81,5,25,275,10,44,0,6,59,34.88050314,,,
Back 2 Good,1999,62,17,33,39,0,67,15,43,69,0,36,0,7,-4,-5.846153846,,,
Back 2 Good,1999,62,17,33,39,0,67,15,43,69,0,36,0,7,-4,-5.846153846,,,
Back And Forth,1987,33,48,7,26,0,25,4,12,101,0,26,0,3,0,0,,,
Back At One,2000,61,6,19,42,14,47,8,46,31,1,32,0,4,9,6,,,
Back At One,2000,76,9,24,47,33,58,10,56,32,0,37,0,4,13,8.85106383,,,
Back For Good,1995,84,13,25,85,0,36,2,30,61,2,21,0,12,6,2.894117647,,,
Back Here,2000,49,9,4,62,4,40,4,30,46,0,29,0,2,5,2.661290323,,,
Back In Black,1981,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,,,
Back In The Day,1994,193,75,40,123,7,230,13,84,120,0,138,0,38,-1,-1.869918699,,,
Back In The High Life Again,1987,61,21,20,24,6,57,14,27,48,3,52,0,4,1,0.708333333,,,
Back In Time,2012,51,6,20,38,7,129,7,37,20,0,33,0,3,9,6.157894737,,,
Back On Holiday,1989,28,5,12,20,3,42,3,20,11,0,26,0,0,1,0.35,,,
Back On My Feet Again,1980,49,10,9,58,0,29,1,28,39,1,8,0,1,17,6.74137931,,,
Back On The Chain Gang,1983,22,3,4,20,1,47,5,29,14,24,29,0,3,-1,-1.4,,,
Back Seat Of My Jeep/Pink Cookies In A Plastic Bag,1993,93,19,47,108,1,181,9,75,34,2,76,0,9,23,9.583333333,,,
Back That Thang Up,1999,86,11,51,106,0,230,4,112,43,18,79,0,16,12,6.566037736,,,
Back Then,2005,226,16,57,137,3,187,10,85,161,0,98,0,3,60,36.35036496,,,
Back To Back,2015,100,12,18,80,4,106,18,55,52,5,67,0,12,15,5.4375,,,
Back To December,2010,93,21,20,81,0,76,13,29,40,0,40,0,10,18,8,,,
Back To Life,1989,108,2,6,105,0,26,11,11,65,0,14,0,47,47,25.96190476,,,
Back To Paradise,1987,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Back To The Hotel,1993,85,15,28,56,8,131,16,48,25,2,71,0,7,9,3.214285714,,,
Back To The World,1996,63,6,17,49,0,75,34,17,56,3,46,0,3,14,7.142857143,,,
Back When,2004,69,14,13,47,2,66,1,21,27,0,44,0,29,5,2.234042553,,,
Back Where You Belong,1984,99,6,26,78,0,42,6,21,44,0,15,0,13,11,4.794871795,,,
Backfired,1981,80,5,26,64,2,90,7,32,33,1,23,0,5,11,3.609375,,,
Backseat,2011,59,7,17,46,0,88,2,42,14,1,36,0,1,6,3.391304348,,,
Backwater,1994,36,4,3,14,0,43,4,22,14,0,47,0,5,1,0.214285714,,,
Backyard Boogie,1997,85,30,58,41,4,284,5,87,25,1,78,2,4,3,1.829268293,,,
Bad,1987,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Bad,2013,120,16,28,89,1,104,13,47,37,1,40,0,10,-1,-1.741573034,,,
Bad,2013,120,16,28,89,1,104,13,47,37,1,40,0,10,-1,-1.741573034,,,
Bad Blood,2015,112,16,36,61,0,113,11,40,47,0,37,0,7,-1,-1.62295082,,,
Bad Boy,1986,30,8,38,27,0,47,0,4,15,1,8,0,1,12,6.666666667,,,
Bad Boy,1983,52,4,14,26,1,51,5,11,30,1,24,0,1,8,3.384615385,,,
Bad Boy For Life,2001,136,13,44,83,1,165,9,78,63,0,64,0,9,-16,-25.06024096,,,
Bad Boy This Bad Boy That,2003,134,21,34,98,2,249,11,60,38,0,92,0,7,5,1.836734694,,,
Bad Boys,1993,119,9,51,90,7,84,3,38,17,0,21,0,59,3,1.4,,,
Bad Day,2006,86,16,29,68,1,64,7,29,21,2,56,0,6,5,2.132352941,,,
Bad Girl,1993,89,17,39,64,8,81,10,16,47,0,26,0,15,11,4.296875,,,
Bad Medicine,1988,99,10,36,78,4,110,4,51,27,0,57,0,20,10,2.820512821,,,
Bad Of The Heart,1990,66,4,13,62,0,42,13,28,25,7,27,0,10,16,6.193548387,,,
