@relation lyrics383.small

@attribute song string
@attribute numWords numeric
@attribute distinctWRatio numeric
@attribute word_1 string
@attribute word_2 string
@attribute word_3 string
@attribute word_4 string
@attribute word_5 string
@attribute word_6 string
@attribute word_7 string
@attribute word_8 string
@attribute word_9 string
@attribute word_10 string
@attribute phrase2_1 string
@attribute phrase2_2 string
@attribute phrase2_3 string
@attribute phrase2_4 string
@attribute phrase2_5 string
@attribute phrase2_6 string
@attribute phrase2_7 string
@attribute phrase2_8 string
@attribute phrase2_9 string
@attribute phrase2_10 string
@attribute phrase3_1 string
@attribute phrase3_2 string
@attribute phrase3_3 string
@attribute phrase3_4 string
@attribute phrase3_5 string
@attribute phrase3_6 string
@attribute phrase3_7 string
@attribute phrase3_8 string
@attribute phrase3_9 string
@attribute phrase3_10 string
@attribute pos_verb numeric
@attribute pos_conj numeric
@attribute pos_adj numeric
@attribute pos_pronoun numeric
@attribute pos_number numeric
@attribute pos_noun numeric
@attribute pos_to numeric
@attribute pos_prep numeric
@attribute pos_adv numeric
@attribute pos_interj numeric
@attribute pos_other numeric
@attribute pos_foreign numeric
@attribute pos_wh numeric
@attribute narcScore numeric
@attribute period {early1980s,mid1980s,late1980s,early1990s,mid1990s,late1990s,early2000s,mid2000s,late2000s,early2010s,mid2010s}
@attribute rank {top10,top20,top30,top40,top50,notTop}

@data
"Everybody's Free (To Wear Sunscreen)",774.0,0.4315245478036176,"you","the","your","and","to","of","it","will","be","don't","maybe you'll","you and","if you","i know","be there","the future","when you","maybe you","to be","to do","the power and","beauty of your","of your youth","to do with","the most interesting","maybe you won't","you won't maybe","won't maybe you'll","even if you","if you don't",153,33,62,97,9,154,15,76,64,5,87,0,19,2897.1402685499233,late1990s,top50
"Everybody's Got To Learn Sometime",88.0,0.4090909090909091,"everybody's","got","to","learn","sometime","your","you","change","heart","everyday","everybody's got","got to","to learn","learn sometime","sometime everybody's","your heart","change your","it will","will astound","astound you","everybody's got to","got to learn","to learn sometime","learn sometime everybody's","sometime everybody's got","change your heart","you change your","your heart it","heart it will","it will astound",26,1,3,11,0,9,9,4,19,0,5,0,1,2896.204101539819,early1980s,top20
"Everyday",293.0,0.3720136518771331,"i","everyday","to","you","try","no","my","know","so","but","everyday i","you'll never","no no","never know","try to","everyday everyday","love you","you but","but everyday","i say","you'll never know","never know no","but everyday i","everyday i say","i say i'll","say i'll try","i'll try to","try to make","to make my","make my heart",72,12,17,51,0,40,12,16,33,0,35,0,5,2896.703535306672,mid1990s,top30
"Everyday I Write The Book",282.0,0.37943262411347517,"everyday","the","i","you","write","book","a","and","in","your","everyday everyday","everyday i","i write","write the","the book","book everyday","giving you","you a","a longing","longing look","everyday everyday everyday","everyday i write","i write the","write the book","everyday everyday i","the book everyday","book everyday everyday","a longing look","longing look everyday","look everyday everyday",42,12,24,38,9,72,4,21,25,0,30,0,5,2899.685579196217,early1980s,top40
"Everyday Is A Winding Road",279.0,0.34408602150537637,"a","everyday","is","i","get","little","bit","closer","road","winding","everyday is","is a","i get","get a","a little","little bit","bit closer","a winding","winding road","closer everyday","everyday is a","i get a","get a little","a little bit","little bit closer","is a winding","a winding road","bit closer everyday","closer everyday is","winding road i",77,2,32,17,0,81,3,11,9,0,43,0,4,2899.150893126057,late1990s,top20
"Everyday People",208.0,0.4423076923076923,"the","and","one","a","different","so","on","dooby","sha","then","and so","so on","on and","accept the","one that","i am","that won't","won't accept","one different","different strokes","and so on","so on and","one that won't","that won't accept","won't accept the","one different strokes","different strokes for","strokes for different","for different folks","different folks and",29,11,29,16,7,42,2,25,18,0,26,0,3,2899.4105467935806,early1980s,top40
"Everyotherday",331.0,0.29607250755287007,"you","just","day","every","other","away","boy","then","ooh","me","every other","other day","day you","then you","you just","away every","ooh ooh","you say","say you","you steal","every other day","other day you","then you just","away every other","you say you","day you steal","you steal my","steal my kisses","throw them away","them away every",63,15,20,78,0,63,1,15,45,3,23,1,4,2907.7635989550827,early1990s,top50
"Everything",236.0,0.3347457627118644,"you","i","my","were","to","the","everything","know","when","me","you were","were my","my everything","love you","and i","i don't","i was","was too","too blind","blind to","you were my","were my everything","and i don't","i was too","was too blind","too blind to","blind to see","to see when","see when you","when you belonged",64,7,6,70,0,31,10,6,19,2,16,0,5,2915.8611720174486,early1990s,top10
"Everything",386.0,0.25906735751295334,"you","everything","are","and","my","is","i","me","love","so","you are","are everything","everything and","and everything","everything is","is you","my everything","are my","you you","everything you","you are everything","are everything and","everything and everything","and everything is","everything is you","you are my","you you are","is you you","are my everything","my everything you",86,21,18,107,0,81,3,18,24,0,22,0,6,2928.517198508081,late1990s,top30
"Everything",267.0,0.36704119850187267,"la","you're","you","and","every","it's","crazy","i","the","me","la la","you're every","it's you","you're the","you're a","so la","and in","in this","this crazy","crazy life","la la la","so la la","in this crazy","this crazy life","crazy life and","life and through","and through these","through these crazy","these crazy times","crazy times it's",33,16,12,42,0,52,2,37,10,2,35,19,7,2931.8133682951516,late2000s,top50
"Everything About You",229.0,0.4366812227074236,"i","about","and","the","everything","you","hate","your","don't","a","everything about","i hate","and i","about you!","about you","thing about","i don't","around i","don't like","i i","everything about you","don't like a","like a thing","a thing about","everything about you!","i don't like","about you everything","you everything about","i hate everything","hate everything about",43,10,14,38,1,49,4,28,10,0,30,0,2,2930.2979500850297,early1990s,top10
"Everything Changes",287.0,0.2926829268292683,"love","everything","changes","the","you","some","of","same","never","a","everything changes","love some","some love","the same","changes when","when you","you love","love someone","someone everything","through the","love some love","everything changes when","changes when you","when you love","you love some","some love some","some love someone","love someone everything","someone everything changes","everything changes nothing",61,6,20,30,0,73,2,31,22,0,33,0,9,2934.3068390593426,early1990s,top20
"Everything Has Changed",280.0,0.37857142857142856,"know","i","you","all","and","is","","better","now","me","know you","all i","you better","i know","better know","know is","want to","to know","now i","i just","know you better","all i know","better know you","you better know","i know is","want to know","to know you","i just want","just want to","everything has changed",82,13,10,51,1,40,4,16,29,2,30,0,2,2938.066865466223,early2010s,top40
"Everything I Didn't Say",322.0,0.35403726708074534,"i","the","this","is","all","that","everything","didn’t","say","you","this is","is everything","everything i","i didn’t","didn’t say","all the","i wish","wish i","that i","say","this is everything","is everything i","everything i didn’t","i didn’t say","i wish i","taking every","taking every breath","every breath away","breath away with","away with all",85,6,14,49,3,46,5,39,20,0,54,0,1,2938.5095774906063,mid2010s,top30
"Everything I Need",157.0,0.5668789808917197,"and","me","the","she","gives","everything","to","you","my","i","she gives","gives me","me everything","my babe","babe she","everything she","everything i","i need","to do","we never","she gives me","gives me everything","my babe she","babe she gives","me everything she","everything she gives","me everything i","everything i need","you my babe","side with so",26,10,8,34,1,31,6,12,13,0,14,0,2,2940.862127386785,mid1980s,top50
"Everything In My Heart",205.0,0.36097560975609755,"you","i","my","everything","in","to","give","and","heart","do","everything in","in my","give you","you everything","my heart","heart give","i said","i'll do","do it","it again","everything in my","you everything in","give you everything","in my heart","my heart give","heart give you","i'll do it","do it again","in my soul","my soul i",42,10,8,48,0,35,8,23,23,0,5,0,3,2948.1556739697207,mid1980s,top30
"Everything Is Everything",330.0,0.5242424242424243,"everything","is","to","the","be","it","come","after","winter","must","everything is","is everything","after winter","winter must","must come","come spring","what is","everything everything","everything what","is meant","everything is everything","after winter must","winter must come","must come spring","is everything everything","everything everything is","is everything what","everything what is","what is meant","is meant to",81,4,11,25,1,93,10,31,23,0,42,0,9,2947.0040684784344,late1990s,top40
"Everything She Wants",303.0,0.34983498349834985,"you","i","tell","me","give","money","for","work","to","somebody","give you","you money","tell me","you tell","won't you","money all","all to","to give","somebody tell","me won't","give you money","won't you tell","you money all","money all to","all to give","to give you","somebody tell me","tell me won't","me won't you","you tell me?",73,9,13,79,2,45,8,22,15,2,27,0,8,2952.27948893452,mid1980s,top10
"Everything She Wants",303.0,0.34983498349834985,"you","i","tell","me","give","money","for","work","to","somebody","give you","you money","tell me","you tell","won't you","money all","all to","to give","somebody tell","me won't","give you money","won't you tell","you money all","money all to","all to give","to give you","somebody tell me","tell me won't","me won't you","you tell me?",73,9,13,79,2,45,8,22,15,2,27,0,8,2957.554601562322,mid1980s,top30
"Everything To Me",179.0,0.45251396648044695,"my","i","you","to","me","you're","everything","the","that","need","you're everything","everything to","to me","i need","need you","that i","i breathe","my sun","sun so","so i","you're everything to","everything to me","i need you","air that i","that i breathe","my sun so","sun so i","so i see","the air that","need you i",31,2,8,48,1,35,9,19,8,3,15,0,0,2962.904338330641,early2010s,top50
"Everything Works If You Let It",339.0,0.2448377581120944,"it","let","if","you","he","heart","in","the","work","your","let it","if you","you let","it in","in your","your heart","everything'll work","work out","out if","everything works","if you let","you let it","let it in","it in your","in your heart","everything'll work out","work out if","out if you","everything works if","works if you",73,6,10,89,0,51,2,61,17,0,28,0,2,2960.407982563683,early1980s,top50
"Everything You Want",336.0,0.3244047619047619,"you","the","and","everything","he's","of","right","to","i","but","he's everything","everything you","the right","don't know","know why","you wish","and you","you don't","you want","you need","he's everything you","don't know why","you don't know","and you don't","everything you want","everything you need","everything inside of","inside of you","of you that","you that you",74,20,9,61,0,49,8,43,27,0,33,0,12,2961.6875325911983,early2000s,top10
"Everything Your Heart Desires",251.0,0.41434262948207173,"you","your","heart","everything","more","want","have","desires","if","so","everything your","your heart","you have","have everything","heart desires","want more","if you","why d'you","more if","you still","everything your heart","you have everything","have everything your","your heart desires","more if you","can't you see","why d'you want","d'you want more","want more if","you still want",64,2,12,47,1,38,3,21,28,1,25,0,9,2964.301988494814,late1980s,top10
"Everything's Gonna Be Alright",535.0,0.42990654205607476,"the","i","dance","do","that","to","and","a","with","of","do that","that dance","gonna be","be alright","the music","on the","everything's gonna","let the","music take","take control","do that dance","gonna be alright","everything's gonna be","let the music","the music take","music take control","take control of","control of your","of your body","your body tonight",109,12,27,51,4,159,11,59,35,2,59,0,7,2966.319601854994,early1990s,top40
"Everything's Gonna Be Alright",475.0,0.3094736842105263,"be","you","gonna","everything's","alright","i","can","my","your","a","gonna be","everything's gonna","be alright","i'll be","no doubt","can you","wake up","be here","here when","when you","everything's gonna be","gonna be alright","i'll be here","be here when","here when you","when you wake","you wake up","no doubt everything's","doubt everything's gonna","yeah everything's gonna",129,8,29,73,4,82,6,39,51,0,48,0,6,2968.6412213740455,late1990s,top50
"Everytime",205.0,0.36585365853658536,"i","you","my","see","every","time","and","guess","need","baby","i see","time i","every time","i guess","guess i","i need","need you","you baby","and every","your face","every time i","i guess i","guess i need","i need you","need you baby","and every time","time i try","i try to","try to fly","to fly i",58,6,8,65,0,31,4,11,6,0,12,0,4,2973.45605845342,mid2000s,top20
"Everytime Tha Beat Drop",666.0,0.28378378378378377,"i","the","it","you","beat","drop","tha","everytime","a","and","beat drop","tha beat","everytime tha","drop i","in the","love to","i can't","do it","i'm is","when they","tha beat drop","everytime tha beat","beat drop i","to wyle out","in the club","i can't help","can't help who","help who i'm","who i'm is","i'm is when",121,14,25,125,2,177,14,61,32,0,80,0,15,2977.1778582351353,mid2000s,top50
"Everytime We Touch",244.0,0.3114754098360656,"i","you","my","everytime","we","can't","the","touch","and","feel","everytime we","'cause everytime","we touch","touch i","and everytime","we kiss","kiss i","can't you","my heart","heart beat","'cause everytime we","everytime we touch","we touch i","and everytime we","everytime we kiss","we kiss i","my heart beat","touch i get","i get this","get this feeling",57,7,7,76,0,40,5,16,11,0,22,0,3,2981.4106950431037,mid2000s,top10
"Everytime You Go Away",225.0,0.3288888888888889,"you","go","every","time","on","take","a","piece","of","me","you go","every time","time you","you take","take a","a piece","piece of","go away","of me","me with","every time you","time you go","you take a","take a piece","a piece of","you go away","piece of me","of me with","me with you","go away you",39,6,7,45,0,43,2,29,21,1,30,0,2,2985.6343268519145,mid1980s,top10
"Everywhere",195.0,0.28717948717948716,"you","i","wanna","be","with","everywhere","love","oh","know","better","wanna be","be with","with you","you everywhere","oh i","i i","i wanna","love love","everywhere oh","better make","wanna be with","be with you","with you everywhere","oh i i","i i wanna","i wanna be","love love love","everywhere oh i","you everywhere oh","know that i'm",50,3,6,51,0,24,3,17,19,8,12,0,2,2987.4279569892474,late1980s,top20
"Everywhere",293.0,0.35494880546075086,"i","me","you're","you","ooo","and","not","waa","it's","alone","when i","not alone","and when","i'm not","me and","'cause you're","you're everywhere","everywhere to","to me","it's you","and when i","i'm not alone","me and when","'cause you're everywhere","you're everywhere to","everywhere to me","to me and","it's you i","you're everything i","everything i know",52,9,8,81,0,30,6,19,51,0,26,0,11,2995.366583931486,early2000s,top20
"Ex's & Oh's",346.0,0.315028901734104,"they","me","the","to","and","oh","","i","one","go","one two","two three","three they","they gonna","gonna run","run back","back to","to me","and the","they never","one two three","two three they","three they gonna","they gonna run","gonna run back","run back to","back to me","and the oh","the oh oh","they haunt me",80,15,6,71,1,61,12,35,21,5,36,0,3,3005.7981335952845,mid2010s,top20
"Ex-Factor",302.0,0.3675496688741722,"to","you","me","i","no","for","this","is","it","and","no one","it ain't","ain't workin","this is","is crazy","for me!","crazy this","one ever","ever will","more than","it ain't workin","this is crazy","is crazy this","crazy this is","one ever will","and no one","no one ever","be to get","to get some","get some reciprocity",75,8,19,51,0,41,15,24,24,0,36,0,9,3008.025734228308,late1990s,top30
"Exclusivity",366.0,0.25136612021857924,"i","want","you","me","from","baby","what","exclusivity","and","be","i want","want i","want from","you want","what you","from me","is what","from you","will be","in love","i want i","want i want","what you want","you want from","want from me","i want from","want from you","you will be","i want you","say hey yo",89,9,6,106,3,51,7,38,11,4,28,0,14,3014.062159336136,early1990s,top50
"Excuse Me Miss",741.0,0.3616734143049933,"you","i","so","the","it","a","to","you're","one","gotta","you're so","what's your","your name?","so contagious","contagious i","i can't","can't take","take it","have my","my baby","what's your name?","you're so contagious","so contagious i","contagious i can't","i can't take","can't take it","have my baby","my baby let's","baby let's just","let's just make",132,19,46,121,16,158,14,68,54,3,99,1,10,3014.320656756157,early2000s,top10
"Exhale (Shoop Shoop)",245.0,0.30612244897959184,"shoop","be","doop","when","sometimes","you'll","you","yeah","to","your","shoop shoop","shoop be","be doop","doop shoop","sometimes you'll","point when","say shoop","exhale yeah","yeah yeah","yeah say","shoop shoop shoop","shoop shoop be","shoop be doop","be doop shoop","doop shoop shoop","say shoop shoop","yeah yeah say","yeah say shoop","exhale yeah yeah","sometimes you'll laugh",75,5,14,13,0,83,4,10,17,0,18,0,6,3014.0035046469848,mid1990s,top10
"Express Yourself",410.0,0.3195121951219512,"you","to","express","know","your","hey","make","him","got","love","make him","you know","your love","hey hey","got to","to make","him express","you've got","second best","don't go","you've got to","got to make","to make him","make him express","don't go for","go for second","for second best","second best baby","best baby put","baby put your",100,12,26,83,1,75,18,25,37,0,18,1,14,3011.9335783553997,late1980s,top10
"Expression",496.0,0.3911290322580645,"and","express","yourself","you","me","be","i","to","yeah","don't","express yourself","babe express","oh yeah","be you","you babe","yourself don't","don't tell","tell me","me what","come on","babe express yourself","you babe express","express yourself don't","yourself don't tell","don't tell me","tell me what","me be me","be me express","me express yourself","express yourself and",102,29,18,66,0,128,10,40,29,21,44,0,9,3021.6477714892117,early1990s,top30
"Eye In The Sky",320.0,0.303125,"i","can","your","mind","the","you","read","looking","at","don't","i can","can read","read your","your mind","looking at","at you","you i","mind looking","i am","am the","i can read","can read your","read your mind","looking at you","at you i","you i can","your mind looking","mind looking at","i am the","your mind i",77,5,11,69,0,62,7,35,6,0,46,0,2,3020.4793933908745,early1980s,top10
"Eye Of The Tiger",263.0,0.34220532319391633,"the","of","to","eye","tiger","and","it's","risin","up","his","of the","the eye","eye of","the tiger","it's the","risin up","to the","in the","with the","tiger the","the eye of","eye of the","of the tiger","the tiger the","tiger the eye","tiger it's the","it's the thrill","the thrill of","thrill of the","of the fight",27,8,10,25,0,71,10,38,18,0,56,0,0,3018.559016899793,early1980s,top10
"Eyes Open",250.0,0.412,"keep","your","open","ey-eyes","","to","everybody's","sleeping","you","eyes","keep your","your ey-eyes","ey-eyes open","open keep","your eyes","eyes open","open","everybody's","everybody's waiting","everybody's watching","keep your ey-eyes","your ey-eyes open","open keep your","ey-eyes open keep","your eyes open","keep your eyes","everybody's waiting","even when you're","when you're sleeping","sleeping keep your",58,6,30,35,1,65,8,13,14,2,13,0,5,3016.8956813121404,early2010s,top20
"Eyes Without A Face",294.0,0.4421768707482993,"a","eyes","without","face","les","yeux","sans","visage","your","to","eyes without","without a","a face","les yeux","yeux sans","sans visage","visage eyes","face les","your eyes","your prayers","eyes without a","without a face","les yeux sans","yeux sans visage","sans visage eyes","visage eyes without","a face les","face les yeux","your eyes without","a face got",46,8,28,26,1,82,7,28,17,0,46,0,5,3018.7696917619583,mid1980s,top10
"F**k It (I Don't Want You Back)",362.0,0.2900552486187845,"oh","i","you","fuck","don't","mean","ya","yeah","now","uh","oh oh","oh uh","uh huh","huh yeah","i don't","yeah oh","it don't","don't mean","mean shit","shit now","oh oh oh","oh oh uh","oh uh huh","uh huh yeah","huh yeah oh","yeah oh oh","don't mean shit","mean shit now","shit now fuck","now fuck the",57,1,6,57,1,45,0,19,65,64,38,2,7,3027.8661869553735,mid2000s,top20
"F**k You (Forget You)",514.0,0.26264591439688717,"i","you","and","fuck","ooo","with","the","that","you!","in","fuck you!","i'm like","like fuck","ain't that","that some","some shit?","in my","you! ooo","ooo ooo","ooo oooo","i'm like fuck","like fuck you!","ain't that some","that some shit?","fuck you! ooo","you! ooo ooo","ooo ooo oooo","[chorus] i see","i see you","see you driving",87,19,21,73,1,151,4,73,37,0,48,0,0,3030.3588549333217,early2010s,top10
"F**kin Problems",753.0,0.3160690571049137,"i","fucking","problem","a","the","to","like","my","and","bitches","fucking problem","i got","got a","i love","love bad","bad bitches","bitches that's","that's my","my fucking","problem and","i love bad","love bad bitches","bad bitches that's","bitches that's my","that's my fucking","my fucking problem","fucking problem and","problem and yeah","and yeah i","yeah i like",142,26,71,127,1,178,23,74,27,1,79,0,4,3036.581982297783,early2010s,top10
"F**kin Problems",753.0,0.3160690571049137,"i","fucking","problem","a","the","to","like","my","and","bitches","fucking problem","i got","got a","i love","love bad","bad bitches","bitches that's","that's my","my fucking","problem and","i love bad","love bad bitches","bad bitches that's","bitches that's my","that's my fucking","my fucking problem","fucking problem and","problem and yeah","and yeah i","yeah i like",142,26,71,127,1,178,23,74,27,1,79,0,4,3042.804614275414,early2010s,top50
"F**kin' Perfect",240.0,0.55,"you","do","i","the","are","my","it","is","","so","you are","like you","it is","do not","why do","do that?","pretty please","pretty pretty","fucking perfect","you ever","pretty pretty please","you ever ever","ever ever feel","ever feel like","feel like you","like you are","they do not","do that? why","that? why do","why do i",57,5,21,43,0,37,2,21,25,0,24,0,5,3045.0831623521194,early2010s,top10
"F**kin' Perfect",304.0,0.46381578947368424,"pretty","ever","you're","you","like","do","perfect","the","please","feel","pretty pretty","pretty please","you ever","ever ever","ever feel","feel like","like you're","fuckin perfect","please if","if you","pretty pretty please","you ever ever","ever ever feel","ever feel like","feel like you're","pretty please if","please if you","if you ever","like you're nothing","you're nothing you're",56,6,32,38,0,54,6,28,49,2,29,0,4,3048.6137573061155,early2010s,top10
"Fa All Y'all",387.0,0.36175710594315247,"that","the","it's","all","y'all","hey","to","fa","like","da","fa all","all y'all","hey hey","to the","it's da","who's that","that makin","makin that","that funky","funky noise?","fa all y'all","who's that makin","that makin that","makin that funky","that funky noise?","funky noise? it's","it's like that","like that it's","all y'all fa","y'all fa all",46,8,20,37,0,118,15,50,17,3,65,0,8,3048.663623090501,mid1990s,top40
"Fabulous",463.0,0.3693304535637149,"and","the","e","a","u","p","we","all","but","to","u p","p and","and never","never g","g i","i v","v e","e u","and keep","keep your","u p and","and never g","never g i","g i v","i v e","v e u","e u p","p and keep","and keep your","keep your h",60,24,24,54,0,175,7,33,28,0,53,0,5,3040.631652264763,early2000s,top30
"Face Down",290.0,0.38275862068965516,"you","she","a","the","down","feel","to","as","do","in","do you","you feel","tell you","one day","she has","in the","she said","feel like","like a","a man","do you feel","you feel like","feel like a","like a man","a man when","man when you","when you push","you push her","push her around?","her around? do",70,3,7,56,5,47,6,27,28,0,35,0,6,3043.7138198656494,late2000s,top30
"Face The Face",440.0,0.22045454545454546,"the","face","we","to","got","race","can","must","place","keep","got to","we got","face the","the face","the race","we can","can face","to face","we must","face we","we got to","face the face","we can face","can face the","got to face","to face the","race the race","the face we","face we got","face got to",119,2,5,51,1,99,44,17,2,0,94,0,6,3037.295982627579,mid1980s,top30
"Face The Music",258.0,0.3062015503875969,"you","the","it","face","music","or","can","just","get","run","face the","the music","you can","just face","get it","music you","can run","run or","or stay","away just","face the music","just face the","the music you","music you can","you can run","can run or","run or stay","the music or","music or turn","or turn away",65,17,6,50,0,31,4,18,24,0,39,0,4,3036.7239696312363,early1990s,top50
"Facts Of Love",261.0,0.3486590038314176,"love","the","these","are","facts","of","i","more","need","than","these are","are the","the facts","facts of","of love","i need","need more","more than","temporally passion","than empty","these are the","are the facts","the facts of","facts of love","i need more","need more than","more than empty","love these are","don't waste my","waste my time",42,1,14,24,0,74,2,33,29,2,39,0,1,3041.919868181424,late1980s,top30
"Fade Away",237.0,0.48945147679324896,"i","you","that","say","and","the","what","now","it's","do","you say","i don't","don't wanna","i can't","wanna fade","fade away","and that","i do","can't believe","what you","i don't wanna","don't wanna fade","wanna fade away","what you say","i can't believe","can't believe what","believe what you","what can i","well now you","now you say",52,9,12,41,1,29,4,22,24,6,27,0,10,3042.2576627315066,early1980s,top20
"Fade Into You",144.0,0.4166666666666667,"you","i","into","strange","never","knew","fade","your","to","a","strange you","you never","never knew","into you","fade into","knew fade","you i","i think","think it's","it's strange","strange you never","you never knew","fade into you","never knew fade","knew fade into","i think it's","think it's strange","it's strange you","you i think","into you strange",27,3,12,34,0,24,5,15,15,0,9,0,0,3042.310374683435,mid1990s,top50
"Faded",340.0,0.43529411764705883,"i","you","we","the","","yeah","it","and","when","to","you and","the way","you know","don't you","night when","and i","when we","yeah","like the","i like","you and i","like the way","the way you're","way you're making","you know you've","know you've got","want to be","yeah  couldn't","couldn't we","couldn't we do",76,7,14,66,0,59,6,32,23,7,34,1,15,3040.9626283367556,early2000s,top30
"Faded",405.0,0.5777777777777777,"a","i","in","the","i’m","it","my","she","her","up","faded faded","up in","in the","in her","than a","a bitch","give a","and i","put it","it in","i’m faded faded","faded faded faded","put it in","flyer than a","nino fuck a","fuck a bitch","a bitch in","bitch in a","in a peacoat","a peacoat carlito",67,4,23,64,1,139,5,39,13,0,46,0,4,3044.3870577823827,early2010s,top40
"Faded Pictures",337.0,0.39762611275964393,"na","the","a","her","was","glass","to","she","be","it","na na","into the","the glass","as she","oh na","faded pictures","pictures in","in abroken","abroken glass","glass like","na na na","into the glass","oh na na","faded pictures in","pictures in abroken","in abroken glass","abroken glass like","glass like a","like a mirror","a mirror revealing",69,5,28,37,0,85,9,39,14,0,43,0,8,3044.3358926799806,late1990s,top10
"Fading Like A Flower (Every Time You Leave)",296.0,0.2972972972972973,"i","a","everytime","you","the","to","fading","like","when","see","fading like","like a","everytime you","you leave","leave the","the room","everytime i","i see","see you","i'm fading","fading like a","everytime you leave","you leave the","leave the room","everytime i see","i see you","i feel i'm","feel i'm fading","i'm fading like","the room i",79,6,8,64,0,44,10,19,22,0,33,0,11,3042.3605427525304,early1990s,top10
"Faint",348.0,0.26436781609195403,"i","me","won't","you","be","don't","turn","your","back","ignored","turn your","your back","i won't","won't be","be ignored","i can't","don't turn","back on","on me","me i","turn your back","i won't be","won't be ignored","don't turn your","your back on","back on me","on me i","me i won't","i can't feel","can't feel the",83,10,10,66,0,62,7,28,36,0,40,0,6,3044.2785615966964,early2000s,top50
"Fairweather Friend",531.0,0.2184557438794727,"be","i'll","time","there","the","you","i","and","through","won't","i'll be","be there","i won't","won't be","be no","no fairweather","fairweather friend","there till","till the","the end","i'll be there","i won't be","won't be no","be no fairweather","no fairweather friend","be there till","there till the","till the end","even through stormy","through stormy weather",81,22,36,56,0,115,9,50,82,1,75,0,4,3047.5648736896374,early1990s,top30
"Faith",221.0,0.48868778280542985,"to","faith","i","got","i've","you","have","but","the","my","i've got","got to","to have","have faith","faith faith","faith i've","my heart","i know","because i've","please please","i've got to","got to have","to have faith","faith i've got","have faith i've","have faith faith","faith faith faith","the floor oh","because i've got","before this river",54,7,4,30,0,58,13,17,11,3,22,0,2,3051.0960027478427,late1980s,top10
"Faithful",323.0,0.2848297213622291,"faithful","you","i","on","me","to","can","will","be","lean","you can","on me","i will","faithful faithful","can lean","faithful to","be faithful","lean on","to my","my lover's","you can lean","can lean on","lean on me","i will be","will be faithful","to my lover's","my lover's prayer","faithful faithful faithful","faithful to my","be faithful to",60,6,21,70,0,63,14,31,8,2,46,0,2,3060.563898653863,early1990s,top20
"Faithfully",242.0,0.4214876033057851,"oh","the","both:","and","rachel:","you","i'm","finn:","to","ain't","oh oh","i'm still","still yours","and time","you and","you stand","stand by","both: i'm","i'm forever","forever yours...faithfully","oh oh oh","i'm still yours","you stand by","both: i'm forever","i'm forever yours...faithfully","through space and","faithfully oh oh","oh oh rachel:","space and time","both: oh oh",21,6,8,16,1,56,4,18,15,71,24,0,2,3062.4633581897656,early2010s,top40
"Faithfully",144.0,0.6736111111111112,"the","and","you","yours","i'm","to","faithfully","me","ain't","love","i'm forever","forever yours","yours faithfully","you stand","stand by","by me","me i'm","you and","oh girl","girl you","i'm forever yours","girl you stand","you stand by","stand by me","by me i'm","me i'm forever","oh girl you","forever yours faithfully","go 'round and","'round and 'round",23,5,6,17,1,35,4,18,17,1,15,0,2,3063.8378065759875,early1980s,top20
"Fake",265.0,0.39622641509433965,"i","fake","you're","a","you","it","baby","'cause","know","but","you're a","a fake","fake baby","i go","'cause i","it you're","but now","whenever i","go out","out with","you're a fake","a fake baby","it you're a","whenever i go","i go out","go out with","out with you","fake baby you","baby you can't","you can't conceal",41,9,19,45,0,64,2,26,11,1,41,0,6,3063.232826877809,late1980s,top30
"Fake Friends",202.0,0.504950495049505,"you","ya","friends","an","they","to","you're","losin","lose","when","losin friends","friends ya","friends losin","when you","fake friends","an they","you were","that you're","ya don't","don't lose","losin friends losin","friends losin friends","losin friends ya","friends ya don't","ya don't lose","don't lose when","lose when you","when you lose","you lose fake","lose fake friends",46,2,6,36,0,51,7,18,10,0,18,0,8,3064.2977804387806,early1980s,top40
"Fall Down",257.0,0.30739299610894943,"when","will","we","to","got","fall","down?","she","too","hey","when will","will we","we fall","fall down?","hey jump","jump back","back got","got to","to get","get out","when will we","will we fall","we fall down?","hey jump back","jump back got","back got to","got to get","to get out","get out of","out of here",53,3,5,33,0,36,9,19,36,0,42,0,21,3058.2697920895744,mid1990s,top40
"Fall For You",282.0,0.33687943262411346,"i","to","you","that","will","the","because","impossible","is","me","that i","impossible to","to find","tonight will","will be","be the","the night","night that","i will","will fall","impossible to find","tonight will be","will be the","be the night","the night that","night that i","that i will","i will fall","will fall for","fall for you",66,9,16,53,0,33,14,29,23,0,37,0,2,3062.4972253052165,late2000s,top30
"Fall For Your Type",468.0,0.40384615384615385,"i","you","for","your","type","the","and","fall-","to","just","for your","your type","fall- for","i- always-","always- fall-","type i","i swear","i just","all the","and i","for your type","fall- for your","i- always- fall-","always- fall- for","your type i","type i just","i just can't","just can't explain","can't explain this","explain this sh-t",85,15,26,80,2,108,9,58,24,1,49,0,11,3065.8463308616724,early2010s,top50
"Fall In Love With Me",286.0,0.35664335664335667,"you","me","i","baby","love","in","with","fall","if","up","in love","love with","with me","you fall","fall in","you up","if you","me baby","baby in","of me","in love with","love with me","you fall in","fall in love","if you fall","me baby in","baby in love","know i could","i could pick","could pick you",52,4,9,62,0,48,6,51,14,4,32,0,4,3072.2208154232458,early1980s,top20
