Song,Year,Complex Narc
I Don't Wanna Be In Love (Dance Floor Anthem),2008,-3.746835443
I Don't Wanna Cry,1991,-10.24390244
I Don't Wanna Fight,1993,0
I Don't Wanna Go On With You Like That,1988,3.213114754
I Don't Wanna Know,2004,-1.5
I Don't Wanna Live Without Your Love,1988,2.688888889
I Don't Want This Night To End,2011,2.258064516
I Don't Want To Be,2005,1.565217391
I Don't Want To Be A Hero,1988,2.902439024
I Don't Want To Live Without You,1988,1.186046512
I Don't Want To Miss A Thing,1998,3.411764706
I Don't Want To Miss A Thing,2008,3.2
I Don't Want To Miss A Thing,1999,2.84057971
I Don't Want To Talk About It,1980,7.583333333
I Don't Want To Wait,1998,-10.63157895
I Don't Want To Walk Without You,1980,5.666666667
I Don't Want To/I Love Me Some Him,1997,5.181818182
I Don't Want Your Love,1988,1.8
I Dreamed A Dream,2010,0
I Drive Your Truck,2013,1.486486486
I Drove All Night,2003,0.823529412
I Drove All Night,1989,1.703703704
I Feel For You,1984,1.463414634
I Feel Pretty/Unpretty,2011,3.507246377
I Feel The Earth Move,1989,5.789473684
I Feel You,1993,2.450980392
I Finally Found Someone,1996,1.951219512
I Found Somebody,1982,2.931034483
I Found Someone,1988,0.896551724
I Get Around,1993,2.040816327
I Get Excited,1982,0
I Get Lonely,1998,3.033333333
I Get Lonely,1998,3.033333333
I Get Money,2007,2.396449704
I Get Weak,1988,0.933333333
I Go Back,2004,0.666666667
I Go To Extremes,1990,0.909090909
I Got 5 On It,1995,6.477272727
I Got A Feelin',2004,0.947368421
I Got A Man,1993,4.56969697
I Got A Thang 4 Ya!,1993,NaN
I Got ID/Long Road,1995,4.705882353
I Got Id/Long Road,1996,4.705882353
I Got It From My Mama,2007,2
I Got The Hook Up!,1998,13.74545455
I Got The Hook Up!,1998,13.74545455
I Got You Babe,1985,-1.564102564
I Gotta Feeling,2009,0.212121212
I Gotta Try,1982,-9.096774194
I Guess That's Why They Call It The Blues,1984,1.210526316
I Had No Right,1998,1.346938776
I Hate Everything,2004,3.125
I Hate Myself For Loving You,1988,13.44444444
I Hate This Part,2009,-8.518518519
I Hate U,1995,2.92173913
I Have Nothing,1993,7.876923077
I Heard A Rumour,1987,0.75
I Hold On,2014,1.744186047
I Hope You Dance,2001,1.736842105
I Invented Sex,2010,4.279069767
I Just Called To Say I Love You,1984,-1.5
I Just Can't Stop Loving You,1987,-1.5
I Just Can't Stop Loving You,1987,-1.5
I Just Can't Stop Loving You,1987,-1.5
I Just Had Sex,2011,5.915492958
I Just Wanna Be Mad,2003,1.6
I Just Wanna Love U (Give It 2 Me),2000,7.494623656
I Keep Forgettin',1982,1.363636364
I Keep Looking,2002,0.795454545
I Kissed A Girl,2008,1.157894737
I Knew I Loved You,2000,2.4375
I Knew You Were Trouble,2013,16.51351351
I Knew You Were Waiting (For Me),1987,2.222222222
I Knew You When,1983,0.5
I Know,1995,4.210526316
I Know There's Something Going On,1983,0
I Know What I Like,1987,0.126582278
I Know What You Want,2003,0
I Know Where It's At,1998,1.5
I Know You See It,2006,4.333333333
I Know You Want Me (Calle Ocho),2009,5.016666667
I Know You're Out There Somewhere,1988,1.084745763
I Learned From The Best,2000,4.342857143
I Like,1995,19.47272727
I Like,1996,4.642857143
I Like It,1983,4.465648855
I Like It,1989,5.205128205
I Like It,2010,5.773195876
I Like It,2000,0
I Like It,1997,1.056603774
I Like It Like That,2012,1.409638554
I Like It I Love It,1995,1.049180328
I Like That,2004,1.26
I Like The Way (The Kissing Game),1991,5.454545455
I Like Them Girls,2001,3.867924528
I Live By The Groove,1989,0.140350877
I Live For Your Love,1988,0.708860759
I Live My Life For You,1995,5.972222222
I Lived,2015,0.257142857
I Lost It,2000,4.721311475
I Love A Rainy Night,1981,2.888888889
I Love College,2009,6.153846154
I Love It,2013,0.285714286
I Love My B****,2006,22
I Love Rock N' Roll,1982,1.302325581
I Love This Bar,2003,-4.745454545
I Love You,1981,6.37254902
I Love You,2002,5.205882353
I Love You,1999,0.947368421
I Love You Always Forever,1996,1.901639344
I Love You Period,1993,2.775862069
I Love You This Big,2011,2.935483871
I Love Your Smile,1992,3.076923077
I Loved 'Em Every One,1981,2.651162791
I Loved Her First,2006,1.898305085
I Luv It,2006,2.803921569
I Luv This Sh*t,2013,1.15037594
I Luv Your Girl,2008,2.927152318
I Made It (Cash Money Heroes),2010,2.222222222
I Made It Through The Rain,1981,1.882352941
I Melt,2003,4.5
I Miss My Friend,2002,6.186046512
I Miss My Homies,1997,15.85714286
I Miss My Homies,1997,15.85714286
I Miss You,1994,3.409090909
I Miss You,2004,6.229166667
I Miss You,1985,0
I Miss You,1995,2.630136986
I Missed Again,1981,1.548387097
I Need A Doctor,2011,19.24528302
I Need A Girl (Part One),2002,8.173913043
I Need A Girl (Part Two),2002,8.173913043
I Need A Man,1988,3.230769231
I Need Love,1987,2.083333333
I Need To Know,1999,14.67901235
I Need You,2000,3.348837209
I Need You,1982,1.029850746
I Need You,1983,2.333333333
I Need You,2007,1.387755102
I Need You Tonight,1984,-7.352941176
I Need Your Love,2013,2.169491525
I Need Your Love,2013,2.169491525
I Need Your Lovin',1981,3.666666667
I Need Your Loving,1987,0.186915888
I Never Seen A Man Cry (Aka I Seen A Man Die),1994,-3.436893204
I Never Seen A Man Cry (aka I Seen A Man Die),1995,-3.436893204
I Never Told You,2010,0
I Only Wanna Be With You,1989,0.482758621
I Pledge My Love,1980,11.6626506
I Ran,1982,1.212121212
I Really Don't Need No Light,1982,1.811320755
I Really Like You,2015,1.181818182
I Remember,1996,7.2
I Remember,2008,3.793103448
I Remember Holding You,1989,2.909090909
I Remember You,1990,2.428571429
I Run To You,2009,0.319148936
I Saw God Today,2008,0.857142857
I Saw Him Standing There,1988,0.193548387
I Saw Red,1991,1.451612903
I Say A Little Prayer,1997,9.142857143
I See You,2015,8.139534884
I See Your Smile,1993,9
I Shot The Sheriff,1997,2.395833333
I Should Be Sleeping,2002,0.266666667
I Should Be So Lucky,1988,3.375
I Should Be...,2003,2.192771084
I Should Have Cheated,2005,20.30769231
I Still Believe,1988,1.647058824
I Still Believe,1999,0.591836735
I Still Can't Get Over Loving You,1984,3.333333333
I Still Haven't Found What I'm Looking For,2008,0.4375
I Still Haven't Found What I'm Looking For,1987,0.424242424
I Still Love You,1998,2.4609375
I Still Miss You,2008,4.070175439
I Swear,1994,0.29787234
I Swear,1994,0.351351351
I Thank You,1980,3.352941176
I Think I'm In Love With You,2000,7.71686747
I Think It's Love,1986,0.919354839
I Think They Like Me,2005,3.865671642
I Think We're Alone Now,1987,-5.714285714
I Told You So,2009,5.82278481
I Told You So,2007,-1.488888889
I Touch Myself,1991,12.09090909
I Tried,2007,9.574468085
I Try,2000,1.086419753
I Turn To You,2000,6.52173913
I Wanna B With U,1995,6.395348837
I Wanna Be A Cowboy,1986,8.53125
I Wanna Be Bad,2001,4.459459459
I Wanna Be Down,1994,2.203389831
I Wanna Be Rich,1990,1.714285714
I Wanna Be The One,1989,7.676767677
I Wanna Be There,1997,2.855263158
I Wanna Be With You,2000,1.4
I Wanna Be Your Girl,1992,5.358695652
I Wanna Be Your Lover,1980,0.365384615
I Wanna Dance With Somebody,2012,9.5
I Wanna Dance With Somebody (Who Loves Me),1987,9.5
I Wanna Do It All,2004,0.697674419
I Wanna Get With U,1990,2.537878788
I Wanna Go,2011,11.17241379
I Wanna Go Back,1987,0.017857143
I Wanna Have Some Fun,1989,5.473684211
I Wanna Hear It From Your Lips,1985,4.296296296
I Wanna Know,2000,9.659090909
I Wanna Love You,2006,6.702702703
I Wanna Love You,1992,3.868131868
I Wanna Love You Forever,2000,3.123076923
I Wanna Rock,2010,1.87654321
I Wanna Sex You Up,1991,3.540983607
I Wanna Talk About Me,2001,5.087719298
I Want A New Drug,1984,12.51219512
I Want Action,1987,1.025641026
I Want Crazy,2013,-1.705882353
I Want Her,1988,1.708860759
I Want It All,1989,-1.5
I Want It All,1999,-1.833333333
I Want It That Way,1999,5.6875
I Want To Be Your Man,1988,1.252747253
I Want To Break Free,1984,-1.5
I Want To Come Over,1996,3.880597015
I Want To Hold Your Hand,2010,1.333333333
I Want To Know What Love Is,1985,4.558441558
I Want To Live,2004,1.090909091
I Want You,1994,19.48571429
I Want You,1997,1.023529412
I Want You,1990,7.069306931
I Want You,2003,6.844660194
I Want You Back,1998,0.789473684
I Want You So Bad,1988,1.463414634
I Want You To Know,2015,4.894736842
I Want You Tonight,1980,1.122807018
I Want You I Need You,1981,0
I Want Your Sex,1987,5.3
I Will Always Love You,1992,0.15
I Will Be Here For You,1992,3.926829268
I Will Be There,1987,2.666666667
I Will Come To You,1997,1.027777778
I Will Get There,1999,3.872340426
I Will Love Again,2000,3
I Will Not Bow,2009,0.027777778
I Will Remember You,1992,1.032258065
I Will Remember You (Live),1999,-1.416666667
I Will Survive,1996,6.8
I Will Wait,2013,6.217391304
I Will?But,2000,0.086956522
I Wish,2000,1.285714286
I Wish,2001,10.53921569
I Wish,1995,4.376237624
I Wish I Had A Girl,1988,0.076923077
I Wish I Was Eighteen Again,1980,0
I Wish It Would Rain Down,1990,5.965116279
I Wish The Phone Would Ring,1992,3.28125
I Won't Back Down,1989,3.24
I Won't Forget You,1987,1.271186441
I Won't Give Up,2012,-7.5
I Won't Hold You Back,1983,-5.811320755
I Won't Let Go,2011,0
I Won't Stand In Your Way,1983,-1.85
I Won't Tell,2008,7.913043478
I Wonder If I Take You Home,1985,22.47407407
I Wonder Why,1991,0
I Would Die 4 U,1985,1.5
I Would've Loved You Anyway,2001,1.805555556
I Wouldn't Have Missed It For The World,1982,2.23255814
I Write Sins Not Tragedies,2006,-3.238095238
I'd Come For You,2008,3.882352941
I'd Die Without You,1992,6
I'd Do Anything For Love (But I Won't Do That),1993,3.517241379
I'd Give Anything,1994,0
I'd Lie For You (And That's The Truth),1995,14.04
I'd Rather Be Alone,1995,2.571428571
I'd Rather Go Blind,1990,2.142857143
I'd Rather Leave While I'm In Love,1980,2.5
I'd Still Say Yes,1987,-15.71428571
I'll Always Love You,1988,8.585365854
I'll Be,1998,2.121212121
I'll Be,1997,-6.608695652
I'll Be Alright Without You,1987,2.424242424
I'll Be Around,1995,3.125
I'll Be By Your Side,1991,-1.52
I'll Be Good,1985,1.568181818
I'll Be Good To You,1990,2.382978723
I'll Be Loving You (Forever),1989,1.095238095
I'll Be Missing You,1997,1.438356164
I'll Be Over You,1986,1.95
I'll Be There,1992,5.75
I'll Be There,1991,3.882352941
I'll Be There For You,1989,2.818181818
I'll Be There For You/This House Is Not A Home,1995,3.574468085
I'll Be There For You/You're All I Need To Get By,1995,5.804878049
I'll Be There For You/You're All I Need To Get By,1995,5.804878049
I'll Be There For You/You're All I Need To Get By,1995,9
I'll Be There For You/You're All I Need To Get By,1995,9
I'll Be There For You/You're All I Need To Get By,1995,9
I'll Be Your Everything,1990,6.805970149
I'll Be Your Shelter,1990,0
I'll BeThere For You/This House Is Not A Home,1995,2.34375
I'll Do 4 U,1991,5.775
I'll Fall In Love Again,1982,3.888888889
I'll Get By,1992,1.081081081
I'll Give All My Love To You,1991,3.818181818
I'll Make Love To You,1994,6.898550725
I'll Never Break Your Heart,1998,5.045454545
I'll Never Get Over You (Getting Over Me),1993,3.5
I'll Never Let You Go,1991,7.860465116
I'll Remember,1994,7.206896552
I'll See You In My Dreams,1990,5.090909091
I'll Stand By You,2007,2.916666667
I'll Stand By You,1994,2.980392157
I'll Still Be Loving You,1987,1.5
I'll Take You There,1994,4.695652174
I'll Think Of A Reason Later,1999,0.675675676
I'll Try Something New,1982,0
I'll Tumble 4 Ya,1983,0
I'll Wait,1984,4.021276596
I'm A Believer,2001,1.702702703
I'm A Flirt,2007,4.882978723
I'm A Hustla,2005,13.48148148
I'm A Slave 4 U,2001,3.163636364
I'm A Survivor,2001,1.153846154
I'm A Thug,2001,7.026666667
I'm Alive,1980,0.4
I'm Alive,2009,4
I'm Alive,1983,1.578947368
I'm Almost Ready,1980,2.857142857
I'm Already Taken,1999,-1.8
I'm Already There,2001,-1.710526316
I'm Alright,1998,0.915254237
I'm Alright,1980,6.666666667
I'm Awesome,2010,21.06896552
I'm Back,2010,3.285714286
I'm Comin' Over,2015,-1.564102564
I'm Coming Out,1980,0.666666667
I'm Different,2013,3.666666667
I'm Every Woman,1993,2.093023256
I'm Free,1993,0.442307692
I'm Free (Heaven Helps The Man),1984,2.5
I'm Glad,2003,6.015625
I'm Goin' Down,1985,2.111111111
I'm Goin' Down,1995,4.137931034
I'm Going In,2009,4.230769231
I'm Gonna Be (500 Miles),1993,0
I'm Gonna Be Alright,2002,2.666666667
I'm Gonna Get You,1993,0
I'm Gonna Get You,1993,0
I'm Gonna Getcha Good!,2002,0.666666667
I'm Gonna Miss Her (The Fishin' Song),2002,0.333333333
I'm Gonna Tear Your Playhouse Down,1985,-1.575757576
I'm Happy That Love Has Found You,1980,1.743589744
I'm In Love,1981,0.454545455
I'm In Love Again,1982,8.625
I'm In The Mood,1994,5.314285714
I'm Into You,2011,3.936507937
I'm Just Talkin' About Tonight,2001,0
I'm Like A Bird,2001,16.94186047
I'm Movin' On,2002,3.6
I'm N Luv (Wit A Stripper),2006,2.580152672
I'm No Angel,1987,11.33333333
I'm Not Feeling You,1997,5.225806452
I'm Not Giving You Up,1997,0
I'm Not In Love,1991,2.909090909
I'm Not Over You,1994,0.682926829
I'm Not Ready,1999,4.62
I'm Not The One,1986,0
I'm Not The Only One,2014,2.033898305
I'm On Fire,1985,1.882352941
I'm On One,2011,2.691588785
I'm Out,2013,3.714285714
I'm Outstanding,1994,7.677419355
I'm Ready,1994,10.11627907
I'm Real,2001,10.63492063
I'm So Excited,1984,0.357142857
I'm So Hood,2007,16.15436242
I'm So Hood,2007,16.15436242
I'm So Into You,1993,7.588235294
I'm So Paid,2008,2.727272727
I'm Sprung,2005,13.03669725
I'm Still A Guy,2008,4.5
I'm Still In Love With You,1997,4.931506849
I'm Still In Love With You,2004,7.15942029
I'm Still Searching,1988,0.210526316
I'm Still Standing,1983,4.2
I'm That Type Of Guy,1989,1.413043478
I'm That Type Of Guy,1989,1.413043478
I'm The One,1982,5.777777778
I'm The One You Need,1992,2.632478632
I'm The Only One,1995,1.545454545
I'm Too Sexy,1992,15.14634146
I'm Tryin',2001,1.063829787
I'm With You,2003,8.45
I'm Your Angel,1998,3.009345794
I'm Your Baby Tonight,1990,11.725
I'm Your Man,1986,4.888888889
I'm Yours,2008,-1.508196721
I've Been In Love Before,1987,1.714285714
I've Been Thinking About You,1991,-1.53125
I've Been Waiting For You,1991,9.904761905
I've Been Waiting For You All Of My Life,1981,3.9
I've Done Everything For You,1981,9.069767442
I've Got A Lot To Learn About Love,1992,2.162162162
I've Got A Rock 'N' Roll Heart,1983,2.368421053
I've Never Been To Me,1982,4
I.G.Y. (What A Beautiful World),1982,0
Ice Box,2007,8.34939759
Ice Cream,1995,9.353846154
Ice Cream Paint Job,2009,0.37037037
Ice Ice Baby,1990,0
Icky Thump,2007,2.5
Iesha,1991,2.016129032
If,1993,5.935483871
If Anyone Falls,1983,1.571428571
If Ever You're In My Arms Again,1984,8.25
If Everyone Cared,2007,-4.090909091
If Heaven Wasn't So Far Away,2011,0.923076923
If I Ain't Got You,2004,0.48
If I Could Go!,2002,5.865168539
If I Could Teach The World,1997,1.553398058
If I Could Turn Back The Hands Of Time,1999,4.631578947
If I Could Turn Back Time,1989,1.368421053
If I Didn't Have You,2013,8.4375
If I Die Young,2011,11.86956522
If I Ever Fall In Love,1992,2.739130435
If I Ever Lose My Faith In You,1993,-1.5
If I Fall You're Going Down With Me,2001,7.777777778
If I Had Eyes,2008,-2.9375
If I Had My Wish Tonight,1982,4.967741935
If I Had No Loot,1993,10.7625
If I Had You,2010,1.276595745
If I Wanted To/Like The Way I Do,1995,0.488372093
If I Were A Boy,2008,1.35483871
If I Were You,1982,5.487804878
If I'd Been The One,1984,6.052631579
If It Ain't One Thing It's Another,1982,6.5625
If It Isn't Love,1988,5.793103448
If It Makes You Happy,1997,-1.558139535
If It's Love,2010,-4.409090909
If It's Lovin' That You Want,2005,16.8
If Looks Could Kill,1982,0.333333333
If My Heart Had Wings,2001,8.243902439
If Only You Knew,1984,0
If She Knew What She Wants,1986,0
If She Would Have Been Faithful...,1987,0.612244898
If The Love Fits Wear It,1982,-6.508474576
If This Is It,1984,10.19512195
If This Was A Movie,2011,5.04
If Today Was Your Last Day,2009,0.5
If U Seek Amy,2009,18.13636364
If U Were Mine,1990,8
If We Ever Meet Again,2010,-3.814285714
If We Never Meet Again,1989,-21.77777778
If We Were A Movie,2006,0.677419355
If Wishes Came True,1990,4.8
If You (Lovin' Me),1999,7.2
If You Asked Me To,1992,16.4
If You Don't Know Me By Now,1989,-1.5
If You Ever Stop Loving Me,2004,7.027027027
If You Go,1994,4.363636364
If You Go Away,1992,4
If You Had My Love,1999,17.93129771
If You Leave,1986,0
If You Leave Me Now,1990,15.93137255
If You Love Me,1995,9.247706422
If You Love Me,1999,4.6875
If You Love Somebody Set Them Free,1985,-1.5
If You Needed Somebody,1991,2.035087719
If You Only Knew,2010,3.563636364
If You Should Sail,1980,0.75
If You Think I'm Jiggy,1998,9.775362319
If You Think You're Lonely Now,1995,0.827586207
If You Want My Love,1982,8.516129032
If You're Going Through Hell (Before the Devil Ev,2006,0.909090909
If You're Going Through Hell (Before the Devil Eve,2006,0.909090909
If You're Gone,2001,2.432432432
If You're Not The One,2003,8.142857143
If You're Reading This,2007,7
If Your Girl Only Knew,1996,1.072164948
Ignition,2003,7.323076923
Iko Iko,1989,0.1875
Illegal Alien,1984,1.884615385
Imagination,1998,0
Imagine,2008,-3.142857143
Imma Be,2010,3.414634146
Impossible,2010,3.314285714
Impulsive,1990,6.375
In A Big Country,1983,0
In A Real Love,2004,0.285714286
In America,1980,-4.565217391
In Da Club,2003,10.26548673
In God's Country,1988,0.818181818
In Love Wit Chu,2003,20.66666667
In Love With A Girl,2008,6.632653061
In My Bed,1997,13.14285714
In My Daughter's Eyes,2004,6.09375
In My Dreams,1987,2.1875
In My Dreams,1992,4.35483871
In My Eyes,1989,29.04545455
In My Head,2010,24.52173913
In My House,1985,10.53658537
In My Life,2004,26.66666667
In Neon,1985,0
In The Air Tonight,1981,7.358490566
In The Ayer,2008,26
In The Closet,1992,-1.5
In The Dark,1981,2.210526316
In The Dark,2011,13.453125
In The End,2002,3.333333333
In The House Of Stone And Light,1995,16.75555556
In The Meantime,1996,1.153846154
In The Mood,1984,3.591836735
In The Still Of The Nite,1993,0.526315789
In These Arms,1993,0.507042254
In Those Jeans,2003,14.14285714
In Too Deep,1987,2.808988764
In Your Eyes,1986,1.333333333
In Your Letter,1981,3.666666667
In Your Room,1989,2.105263158
In Your Soul,1988,2.311111111
Incomplete,2005,1.794871795
Incomplete,2000,5.666666667
Independent,2008,2.653225806
Independent Women,2000,13.59649123
Indestructible,1988,-19.5
Indian Outlaw,1994,7.024390244
Infatuation,1984,0.5
Informer,1993,59.61666667
Innocent,2010,1.022222222
Innocent Child,1992,-1.461538462
Insane In The Brain,1993,2.285714286
Insensitive,1996,2.5
Insensitve,1996,2.25
Inside Love,1983,-20.63157895
Inside Out,1998,11.30555556
Inside Your Heaven,2005,3.096774194
Inside Your Heaven,2005,1.698113208
Intergalactic,1998,5.617021277
International Love,2012,3.428571429
Into The Night,1980,0.472222222
Into The Night,2008,-20.41666667
Into You,2003,4.956521739
Intuition,2003,-1.5
Inventing Shadows,2011,1.5
Invincible,1985,-20.17391304
Invisible,1985,2.707692308
Invisible,2006,8.942307692
Invisible,2004,2.434782609
Invisible,2014,1.111111111
Invisible Hands,1983,10.07407407
Invisible Man,1997,5.373134328
Invisible Touch,1986,0
Iris,1998,1.764705882
Ironic,1996,0.357142857
Irreplaceable,2006,9.901098901
Irresistible,2001,3.125
Is It Good To You,1992,2.141176471
Is It Love,1986,2.545454545
Is It You,1981,5.261904762
Is There Something I Should Know,1983,11.54716981
Is This Love,1980,1.263157895
Is This Love,1987,5.5
Is This Love,1987,3.825
Island Of Lost Souls,1982,3.911111111
Islands In The Stream,1983,-13.26086957
It Ain't Enough,1984,0.838709677
It Ain't My Fault 1 & 2,1999,11.57894737
It Ain't Over 'Til It's Over,1991,-7.857142857
It Didn't Take Long,1981,-8.414634146
It Ends Tonight,2007,3.027027027
It Feels So Good,2000,5.769230769
It Girl,2011,16.87272727
It Goes Like This,2013,8.393442623
It Happens,2009,1.542857143
It Hit Me Like A Hammer,1991,9.070422535
It Isn't It Wasn't It Ain't Never Gonna Be,1989,4.875
It Kills Me,2010,7.859649123
It Might Be You,1983,8.666666667
It Must Be Love,2000,0.292682927
It Must Be Love,1983,0
It Must Be Love,1998,3.430555556
It Must Have Been Love,1990,0.15625
It Never Rains (In Southern California),1991,1.846153846
